content,tokenized_content,sentiment,sentiment_type
@user then it may not be that we don't service your area. please send us your tracking number by dm. we'll review the details for you. -vanessa,"['may', 'not', 'service', 'area', 'please', 'send', 'u', 'tracking', 'number', 'direct message', 'all', 'review', 'detail', 'vanessa']",0.1,Neutral
@user (side note we had packages delivered by purolator just last week),"['side', 'note', 'package', 'delivered', 'purolator', 'last', 'week']",0.0,Neutral
@user depots evaluate volumes in all areas for deliveries and services. if they are unable to complete delivery to your residence due to it being rural the item would be made available for pickup at the closest shipping depot/agent. -vanessa,"['depot', 'evaluate', 'volume', 'area', 'delivery', 'service', 'unable', 'complete', 'delivery', 'residence', 'due', 'rural', 'item', 'would', 'made', 'available', 'pickup', 'closest', 'shipping', 'depot/agent', 'vanessa']",-0.025,Neutral
"@user 

how come my address is no longer deliverable by purolator ?","['come', 'address', 'longer', 'deliverable', 'purolator']",0.0,Neutral
"congratulations to the @user for celebrating #sdpten i would have to say my favourite moments of the show were @user and the pepper, and also watching every episode to play spot the purolator truck. @user @user","['congratulations', 'celebrating', 'daten', 'would', 'say', 'favourite', 'moment', 'show', 'pepper', 'also', 'watching', 'every', 'episode', 'play', 'spot', 'purolator', 'truck']",0.0,Neutral
"@user hello, can you dm me your tracking number? thanks - guylaine","['hello', 'direct message', 'tracking', 'number', 'thanks', 'guylaine']",0.15000000000000002,Neutral
@user can you send us a dm? thanks - guylaine,"['send', 'u', 'direct message', 'thanks', 'guylaine']",0.15000000000000002,Neutral
"@user thanks for this additional information. if you need to contact purolator directly, you'll find their contact information here: http please continue to update us on the progress of this delivery. -matt","['thanks', 'additional', 'information', 'need', 'contact', 'purolator', 'directly', 'all', 'find', 'contact', 'information', 'please', 'continue', 'update', 'u', 'progress', 'delivery', 'matt']",0.15000000000000002,Neutral
"@user hello peter, was this for a pickup at bls or at your residence? thanks - guylaine","['hello', 'peter', 'pickup', 'bls', 'residence', 'thanks', 'guylaine']",0.2,Neutral
"@user hi gary. our sincere apologies. please send us a dm with the tracking number, and we will look into this for you. -nicole","['hi', 'gary', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'look', 'nicole']",0.3,Postive
@user purolator says they can’t deliver my dryer today because its heavy. this after i waited home all day to help get it off the truck.,"['purolator', 'say', 'a', 'deliver', 'dryer', 'today', 'heavy', 'waited', 'home', 'day', 'help', 'get', 'truck']",-0.2,Neutral
"june is purolator tackle hunger month. they've raised over 20 million pounds of food for food banks across canada! 
@user the red bag campaign will be in lewis estates saturday (june 10) to drop off bags, and june 17th to pick them up. #yeg #edmonton http","['june', 'purolator', 'tackle', 'hunger', 'month', 've', 'raised', 'gt', 'million', 'pound', 'food', 'food', 'bank', 'across', 'canada', 'red', 'bag', 'campaign', 'lewis', 'estate', 'saturday', 'june', 'gt', 'drop', 'bag', 'june', 'with', 'pick', 'yes', 'edmonton']",0.0,Neutral
@user hello matt. please send us a dm if there's anything we can help with. -nicole,"['hello', 'matt', 'please', 'send', 'u', 'direct message', 'is', 'anything', 'help', 'nicole']",0.1,Neutral
@user i see. can you please dm me your phone number? i will check in our system. -nicole,"['see', 'please', 'direct message', 'phone', 'number', 'check', 'system', 'nicole']",0.1,Neutral
@user hello amy. our apologies. can you please dm me with your reference number and i will look into this for you? -nicole,"['hello', 'amy', 'apology', 'please', 'direct message', 'reference', 'number', 'look', 'nicole']",0.1,Neutral
"🌈 this #pridemonth, purolator is highlighting inspiring stories and voices from our 2slgbtq+ community and allies. today, we celebrate delphine's journey as the first in our series of profiles fostering inclusivity at purolator and in our communities. http http","['a', 'pridemonth', 'purolator', 'highlighting', 'inspiring', 'story', 'voice', '2slgbtq+', 'community', 'ally', 'today', 'celebrate', 'dolphin', 'is', 'journey', 'first', 'series', 'profile', 'fostering', 'exclusivity', 'purolator', 'community']",0.375,Postive
"@user hi, our sincere apologies. can you please send us a dm with the tracking number? thanks. -nicole","['hi', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'nicole']",0.26666666666666666,Neutral
"i have three amazon returns to drop off- one goes to purolator with no box- one goes to ups fully boxed and ready and the third goes to canada post....

this is not a joke or a math question.","['three', 'amazon', 'return', 'drop', 'off', 'one', 'go', 'purolator', 'box', 'one', 'go', 'ups', 'fully', 'boxed', 'ready', 'third', 'go', 'canada', 'post', '....', 'joke', 'math', 'question']",0.1,Neutral
this arrived this morning by purolator.  it's what we are all about. love ❤️ it we've got your back. and the world is full of color. reach out to me to learn more. i am here to help business owners keep more of their hard earned money 💰 http,"['arrived', 'morning', 'purolator', 'is', 'love', 'gt', 've', 'got', 'back', 'world', 'full', 'color', 'reach', 'learn', 'help', 'business', 'owner', 'keep', 'hard', 'earned', 'money', 'a']",0.13958333333333334,Neutral
@user you're welcome!,"['are', 'welcome']",0.8,Postive
"@user hello, please send us your full address through dm, here on twitter. we will assist you with this. thank you, -vanessa","['hello', 'please', 'send', 'u', 'full', 'address', 'direct message', 'twitter', 'assist', 'thank', 'vanessa']",0.22499999999999998,Neutral
"@user hi, our sincere apologies. can you please send us a dm with the tracking number? thanks. -vanessa","['hi', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'vanessa']",0.26666666666666666,Neutral
"@user hello, this tracking number belongs to canada post. you can use this number on their website to track the progress of your shipment. thank you, -vanessa","['hello', 'tracking', 'number', 'belongs', 'canada', 'post', 'use', 'number', 'website', 'track', 'progress', 'shipment', 'thank', 'vanessa']",0.0,Neutral
"@user hello, please send us your tracking number through dm, here on twitter. we will look into this for you. thank you, -vanessa","['hello', 'please', 'send', 'u', 'tracking', 'number', 'direct message', 'twitter', 'look', 'thank', 'vanessa']",0.1,Neutral
@user it’s truly the worst place for a package to end up and in my experience purolator never tried to buzz or call. one time i was able to convince them to drop it off downtown as they have a location in place ville marie but they normally don’t,"['a', 'truly', 'worst', 'place', 'package', 'end', 'experience', 'purolator', 'never', 'tried', 'buzz', 'call', 'one', 'time', 'able', 'convince', 'drop', 'downtown', 'location', 'place', 'ville', 'marie', 'normally', 'a']",-0.11666666666666665,Neutral
"@user is this the tunnel near the industrial part of town where purolator is? like, way way west on st. jacques","['tunnel', 'near', 'industrial', 'part', 'town', 'purolator', 'like', 'way', 'way', 'west', 'st', 'jacques']",0.1,Neutral
"@user put it in a purolator envelope
send it on a friday to him at his place of work with the least expensive rate
taking as long as possible
track it
when he receives it ask him a bunch of questions abt his day, anything interesting happen type of questions, let us know his reaction","['put', 'purolator', 'envelope', 'send', 'friday', 'place', 'work', 'least', 'expensive', 'rate', 'taking', 'long', 'possible', 'track', 'receives', 'ask', 'bunch', 'question', 'abt', 'day', 'anything', 'interesting', 'happen', 'type', 'question', 'let', 'u', 'know', 'reaction']",-0.07000000000000002,Neutral
ghuh!!! purolator lost my book or it got stolen! 😭,"['huh', 'purolator', 'lost', 'book', 'got', 'stolen', 'a']",0.0,Neutral
you can add @user,['add'],0.0,Neutral
happy #worldbicycleday! 🚲we continue to roll out more e-bikes across the country as a way to ship more sustainably! learn more about how we are becoming the greenest courier in canada at: http #sustainability #gogreen http,"['happy', 'worldbicycleday', 'we', 'continue', 'roll', 'bikes', 'across', 'country', 'way', 'ship', 'sustainable', 'learn', 'becoming', 'greatest', 'courier', 'canada', 'sustainability', 'green']",0.5125,Postive
@user you mean the purolator uniform?,"['mean', 'purolator', 'uniform']",-0.3125,Negative
"@user hello, our sincere apologies. can you please send us a dm with the tracking number? thanks. - delphine","['hello', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'dolphin']",0.26666666666666666,Neutral
"@user our apologies for any inconvenience. if you run into this issue in the future, please contact us when you see the parcel is out for delivery and we can send the driver a message with your entry code. - delphine","['apology', 'inconvenience', 'run', 'issue', 'future', 'please', 'contact', 'u', 'see', 'parcel', 'delivery', 'send', 'driver', 'message', 'entry', 'code', 'dolphin']",0.0,Neutral
found a really good tattoo artist at a purolator drop off point lmaoooo of all places,"['found', 'really', 'good', 'tattoo', 'artist', 'purolator', 'drop', 'point', 'lmaoooo', 'place']",0.7,Postive
we are pleased to be a part of this initiative working toward a greener future!,"['pleased', 'part', 'initiative', 'working', 'toward', 'greener', 'future']",0.25,Neutral
"@user hello, our sincere apologies. can you please send us a dm with the tracking number? thanks. - delphine","['hello', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'dolphin']",0.26666666666666666,Neutral
we inform the chilean community residing in #winnipeg #manitoba that purolator courier company @user has not yet delivered the necessary materials to carry out the passport and id procedures that were dispatched from #toronto in a timely manner.,"['inform', 'clean', 'community', 'residing', 'winnipeg', 'manitoba', 'purolator', 'courier', 'company', 'yet', 'delivered', 'necessary', 'material', 'carry', 'passport', 'id', 'procedure', 'dispatched', 'toronto', 'timely', 'manner']",0.18333333333333335,Neutral
"@user hi, our sincere apologies. can you please send us a dm with the tracking number? thanks. -nicole","['hi', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'nicole']",0.26666666666666666,Neutral
check out this 30 yr. old acdelco oil filter! http #truck  #engine #oil #fram #motorcraft  #purolator #mobil #supertech #autorepair,"['check', 'gt', 'yr', 'old', 'acdelco', 'oil', 'filter', 'truck', 'engine', 'oil', 'from', 'motorcraft', 'purolator', 'mobil', 'supertech', 'autorepair']",0.1,Neutral
@user tried that and no response .. purolator branch informed us of a system wide outage across canada .. ridiculous,"['tried', 'response', 'gt', 'purolator', 'branch', 'informed', 'u', 'system', 'wide', 'outage', 'across', 'canada', 'gt', 'ridiculous']",-0.21666666666666667,Neutral
"@user hello, thank you for contacting us and our apologies for the situation. please contact our technical support team via e-mail at onlineshipping@user.com. - delphine","['hello', 'thank', 'contacting', 'u', 'apology', 'situation', 'please', 'contact', 'technical', 'support', 'team', 'via', 'email', 'onlineshipping', 'user.com', 'dolphin']",0.0,Neutral
@user @user @user purolator is owned by canada post.,"['purolator', 'owned', 'canada', 'post']",0.0,Neutral
"@user hello kofi, our sincere apologies. can you please send us a dm with the tracking number? thanks. - delphine","['hello', 'kovi', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'dolphin']",0.26666666666666666,Neutral
purolator literally is the worst confused how are you less than an hour from my house and can’t rock a delivery down the street lol,"['purolator', 'literally', 'worst', 'confused', 'le', 'hour', 'house', 'a', 'rock', 'delivery', 'street', 'laugh out loud']",-0.24999999999999997,Neutral
"@user hello carlos, our sincere apologies. if we can assist you with a parcel, could you please send us a dm with the tracking number? thanks. - delphine","['hello', 'carlos', 'sincere', 'apology', 'assist', 'parcel', 'could', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'dolphin']",0.26666666666666666,Neutral
"@user hello tom, very sorry to hear this happened to you. please contact the police. thanks - guylaine","['hello', 'tom', 'sorry', 'hear', 'happened', 'please', 'contact', 'police', 'thanks', 'guylaine']",-0.15,Neutral
@user after being put through 45 minutes and 7 agents on the phone can you not correct a shipping address mistake that your shipping dept made in omitting a part of my address to purolator? the final agent said they'd cancel the order so i could place it again! no,"['put', 'gt', 'minute', 'a', 'agent', 'phone', 'correct', 'shipping', 'address', 'mistake', 'shipping', 'dept', 'made', 'omitting', 'part', 'address', 'purolator', 'final', 'agent', 'said', 'id', 'cancel', 'order', 'could', 'place']",0.0,Neutral
"the @user and #mbot have negotiated highly favourable rates with @user for its members. receive preferential pricing with discounts ranging from 25%-45% on purolator express and purolator ground suite of courier services. 

learn more: http http","['bot', 'negotiated', 'highly', 'favourable', 'rate', 'member', 'receive', 'preferential', 'pricing', 'discount', 'ranging', 'gt', '-45', 'purolator', 'express', 'purolator', 'ground', 'suite', 'courier', 'service', 'learn']",0.16,Neutral
@user hello! please send me a dm with the tracking number and i will have a look for you. -nicole,"['hello', 'please', 'send', 'direct message', 'tracking', 'number', 'look', 'nicole']",0.1,Neutral
@user i would try purolator but i don't any of them even with express service will guarantee tomorrow.,"['would', 'try', 'purolator', 'not', 'even', 'express', 'service', 'guarantee', 'tomorrow']",0.0,Neutral
"@user i actually think purolator would be your best option; though cp does have an overnight option

for my paper order yesterday, it was pricing67 for overnight shipping to here from bc - this was through purolator","['actually', 'think', 'purolator', 'would', 'best', 'option', 'though', 'cp', 'overnight', 'option', 'paper', 'order', 'yesterday', 'pricing', 'overnight', 'shipping', 'bc', 'purolator']",0.5,Postive
"today we kick off purolator tackle hunger's 20th anniversary, starting with #purolatortacklehunger month – a time dedicated to raising food for canadians facing hunger. with a rise in food bank usage, we're aiming to raise 2m pounds of food in 2023. http http","['today', 'kick', 'purolator', 'tackle', 'hunger', 'is', 'with', 'anniversary', 'starting', 'purolatortacklehunger', 'month', 'a', 'time', 'dedicated', 'raising', 'food', 'canadian', 'facing', 'hunger', 'rise', 'food', 'bank', 'usage', 'are', 'aiming', 'raise', 'm', 'pound', 'food', '2023.']",0.0,Neutral
purolator woocommerce shipping plugin for rates and tracking http,"['purolator', 'woocommerce', 'shipping', 'plugin', 'rate', 'tracking']",0.0,Neutral
"@user hi alexandra, we're sorry to hear about this incident. please send us your tracking number for the delivery through dm. we'll file this with our depots management. thank you, -vanessa","['hi', 'alexandra', 'are', 'sorry', 'hear', 'incident', 'please', 'send', 'u', 'tracking', 'number', 'delivery', 'direct message', 'all', 'file', 'depot', 'management', 'thank', 'vanessa']",-0.2,Neutral
"@user hello, please send us your tracking number through dm, here on twitter. we'll look into this for you. thank you, -vanessa","['hello', 'please', 'send', 'u', 'tracking', 'number', 'direct message', 'twitter', 'all', 'look', 'thank', 'vanessa']",0.1,Neutral
"@user hello, our customer service number is 1-888-744-7123. thank you, -vanessa","['hello', 'customer', 'service', 'number', '1-888-744-7123.', 'thank', 'vanessa']",0.0,Neutral
"@user hi chris, the driver should have rang your doorbell or knocked to let you know the delivery was completed. if the sender requests for the item to be left without a signature this is the procedure the drive should follow. thank you, -vanessa","['hi', 'chris', 'driver', 'rang', 'doorbell', 'knocked', 'let', 'know', 'delivery', 'completed', 'sender', 'request', 'item', 'left', 'without', 'signature', 'procedure', 'drive', 'follow', 'thank', 'vanessa']",0.0,Neutral
purolator tackle hunger celebrates 20 years of making a difference in communities across canada and sets goal to deliver two million pounds of food to canadian food banks in 2023. http http,"['purolator', 'tackle', 'hunger', 'celebrates', 'gt', 'year', 'making', 'difference', 'community', 'across', 'canada', 'set', 'goal', 'deliver', 'two', 'million', 'pound', 'food', 'canadian', 'food', 'bank', '2023.']",0.0,Neutral
purolator tackle hunger celebrates 20 years of making a difference in communities across canada and sets goal to deliver two million pounds of food to canadian food banks in 2023. http http,"['purolator', 'tackle', 'hunger', 'celebrates', 'gt', 'year', 'making', 'difference', 'community', 'across', 'canada', 'set', 'goal', 'deliver', 'two', 'million', 'pound', 'food', 'canadian', 'food', 'bank', '2023.']",0.0,Neutral
"🏆we are excited to have been awarded an excellence in retailing award from @user of canada. we were recognized for our environmental leadership for our new urban quick stop. learn more about our urban quick stops:
http http","['we', 'excited', 'awarded', 'excellence', 'retailing', 'award', 'canada', 'recognized', 'environmental', 'leadership', 'new', 'urban', 'quick', 'stop', 'learn', 'urban', 'quick', 'stop']",0.19633838383838384,Neutral
"🌈 kicking off #pride at purolator! 🌈

today, employees joined one of our de&amp;i councils to raise a pride flag and kick off june’s month-long celebration of acceptance and equality. 🏳️‍🌈💜

#pride2023 #pridemonth http","['a', 'kicking', 'pride', 'purolator', 'a', 'today', 'employee', 'joined', 'one', 'de', 'amp', 'council', 'raise', 'pride', 'flag', 'kick', 'june', 'a', 'month-long', 'celebration', 'acceptance', 'equality', '🏳️\u200d🌈💜', 'pride2023', 'pridemonth']",0.0,Neutral
@user hello. our sincere apologies. please send us dm if there's anything we can help with. -nicole,"['hello', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'is', 'anything', 'help', 'nicole']",0.3,Postive
i hate purolator… they are the worse type of delivery company,"['hate', 'purolator…', 'worse', 'type', 'delivery', 'company']",-0.6000000000000001,Negative
"@user let us know if you need help with a shipment. we're available through dm, here in twitter. thank you, -vanessa","['let', 'u', 'know', 'need', 'help', 'shipment', 'are', 'available', 'direct message', 'twitter', 'thank', 'vanessa']",0.25,Neutral
"@user hello brutus, thank you for contacting us. please send us an email at customer.care@user.com and include your tracking number. - delphine","['hello', 'aboutus', 'thank', 'contacting', 'u', 'please', 'send', 'u', 'email', 'customer.care', 'user.com', 'include', 'tracking', 'number', 'dolphin']",0.0,Neutral
shout out to delphine from purolator i might rly get my packages now ❤️,"['shout', 'dolphin', 'purolator', 'might', 'ray', 'get', 'package', 'gt']",0.0,Neutral
"@user hello, our sincere apologies. can you please send us a dm with the tracking number? thanks. - delphine","['hello', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'dolphin']",0.26666666666666666,Neutral
@user 35 mins on hold and then disconnected on your end. remind me again why i never ship with purolator and only use your service when a vendor requires it. your company is garbage.,"['gt', 'min', 'hold', 'disconnected', 'end', 'remind', 'never', 'ship', 'purolator', 'use', 'service', 'vendor', 'requires', 'company', 'garbage']",0.0,Neutral
"@user i dunno, the way some purolator/ups drivers have left my packages, ""hero"" may be too strong of a word.","['dunno', 'way', 'purolator/ups', 'driver', 'left', 'package', 'gt', 'hero', 'gt', 'may', 'strong', 'word']",0.21666666666666665,Neutral
"@user hello, our sincere apologies. can you please send us a dm with the tracking number? thanks. - delphine","['hello', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'dolphin']",0.26666666666666666,Neutral
"and my building actually has front desk staff that holds onto packages for the tenants so lmao??? i double checked my delivery address multiple times and it was correct. so i’m thinking purolator might have blacklisted this neighbourhood or they just hate me, specifically. lol.","['building', 'actually', 'front', 'desk', 'staff', 'hold', 'onto', 'package', 'tenant', 'lmaz', 'double', 'checked', 'delivery', 'address', 'multiple', 'time', 'correct', 'a', 'thinking', 'purolator', 'might', 'blacklisted', 'neighbourhood', 'hate', 'specifically', 'laugh out loud']",-0.06666666666666667,Neutral
me and purolator have beef,"['purolator', 'beef']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
purolator fb comments http,"['purolator', 'fb', 'comment']",0.0,Neutral
"@user hi, our sincere apologies. can you please send us a dm with the tracking number? thanks. -nicole","['hi', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'nicole']",0.26666666666666666,Neutral
check out what this used purolator oil filter caught! http #truck  #engine #oil #fram #motorcraft  #purolator #mobil #supertech #autorepair,"['check', 'used', 'purolator', 'oil', 'filter', 'caught', 'truck', 'engine', 'oil', 'from', 'motorcraft', 'purolator', 'mobil', 'supertech', 'autorepair']",0.0,Neutral
"@user hello, thank you for contacting us. please send us an email at customer.care@user.com, include your tracking number and your address, and we can submit the request for you. - delphine","['hello', 'thank', 'contacting', 'u', 'please', 'send', 'u', 'email', 'customer.care', 'user.com', 'include', 'tracking', 'number', 'address', 'submit', 'request', 'dolphin']",0.0,Neutral
"@user hello jim, our sincere apologies. can you please send us a dm with the tracking number? thanks. - delphine","['hello', 'jim', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'dolphin']",0.26666666666666666,Neutral
"my post office gets this. purolator, montréal city hall, many other places? nope! apparently i should have a québec birth certificate and my us passport card doesn't count as govt id lol 🙃","['post', 'office', 'get', 'purolator', 'montreal', 'city', 'hall', 'many', 'place', 'note', 'apparently', 'quebec', 'birth', 'certificate', 'u', 'passport', 'card', 'not', 'count', 'govt', 'id', 'laugh out loud', 'a']",0.23750000000000002,Neutral
purolator workers steal valuable packages and your company encourages this,"['purolator', 'worker', 'steal', 'valuable', 'package', 'company', 'encourages']",0.0,Neutral
"@user incidentally, your “tracing specialist” just reached out to tell me that they have “no proof” of delivery occurring and that the case is closed on your end. wow. thanks for telling me something i already knew 10 days ago.  purolator assuming zero responsibility for losing it 👎","['incidentally', 'a', 'tracing', 'specialist', 'a', 'reached', 'tell', 'a', 'proof', 'a', 'delivery', 'occurring', 'case', 'closed', 'end', 'wow', 'thanks', 'telling', 'something', 'already', 'knew', 'gt', 'day', 'ago', 'purolator', 'assuming', 'zero', 'responsibility', 'losing', 'a']",0.06666666666666667,Neutral
@user coffee purolator,"['coffee', 'purolator']",0.0,Neutral
great #thoughtleadership experience with ryan d'souza attending the #theretailhive supply chain leaders exchange conference in london with some of europe's top brands and logistics players. an important step as we build purolator inc.'s brand globally. th…http,"['great', 'thoughtleadership', 'experience', 'ryan', 'souza', 'attending', 'theretailhive', 'supply', 'chain', 'leader', 'exchange', 'conference', 'london', 'europe', 'is', 'top', 'brand', 'logistics', 'player', 'important', 'step', 'build', 'purolator', 'inch', 'is', 'brand', 'globally', 'th…http']",0.42500000000000004,Postive
"@user goddamn bullhshit company attempted a delivery when i wasn't home, then left a pickup notification (with not pickup date). i had to drive across town to find out it wasn't even available until after the weekend (forcing me to make another   trip). fuck you purolator","['goldman', 'bullshit', 'company', 'attempted', 'delivery', 'not', 'home', 'left', 'pickup', 'notification', 'pickup', 'date', 'drive', 'across', 'town', 'find', 'not', 'even', 'available', 'weekend', 'forcing', 'make', 'another', 'trip', 'fuck', 'purolator']",0.0,Neutral
"@user please send us your tracking number through dm, here on twitter. we'll look into this for you. -vanessa","['please', 'send', 'u', 'tracking', 'number', 'direct message', 'twitter', 'all', 'look', 'vanessa']",0.1,Neutral
"@user hi, our sincere apologies. can you please send us a dm with the tracking number? thanks. -nicole","['hi', 'sincere', 'apology', 'please', 'send', 'u', 'direct message', 'tracking', 'number', 'thanks', 'nicole']",0.26666666666666666,Neutral
@user no problem! we're happy to hear the issues been resolved. -vanessa,"['problem', 'are', 'happy', 'hear', 'issue', 'resolved', 'vanessa']",0.8,Postive
"@user hi kyida, please let us know if you need any help. we're available through dm, here on twitter. thank you, -vanessa","['hi', 'kids', 'please', 'let', 'u', 'know', 'need', 'help', 'are', 'available', 'direct message', 'twitter', 'thank', 'vanessa']",0.25,Neutral
