content,tokenized_content,sentiment,sentiment_type
"@user i called thursday and chatted and also yesterday. they said tuesday may 23, you can very well see by canada post it will not be here and probably won't even show up but your customer reps don't really give a crap about it.","['called', 'thursday', 'charted', 'also', 'yesterday', 'said', 'tuesday', 'may', 'gt', 'well', 'see', 'canada', 'post', 'probably', 'wo', 'not', 'even', 'show', 'customer', 'rep', 'not', 'really', 'give', 'crap']",-0.45,Negative
@user @user canada post are just as bad. they don’t even bother to buzz our apartment complex intercom sometimes. they just stick a ‘sorry we missed you’ card in our mailbox in the foyer. which means we have to go and collect from the post office even if we were in all day,"['canada', 'post', 'bad', 'a', 'even', 'bother', 'buzz', 'apartment', 'complex', 'interior', 'sometimes', 'stick', 'a', 'sorry', 'missed', 'a', 'card', 'parlbox', 'foyer', 'mean', 'go', 'collect', 'post', 'office', 'even', 'day']",-0.45312499999999994,Negative
ugh duties and taxes on a fucking hoodie seriously canada post like ugh!,"['gh', 'duty', 'tax', 'fucking', 'rookie', 'seriously', 'canada', 'post', 'like', 'gh']",-0.4666666666666667,Negative
"the most cutting edge podcast in canada, tune in regardless of if you are in kelowna, alberta or anywhere in n. america &amp; are looking for  hardcore truths re the current state of affairs in canada post convoy... mandatory viewing for csis  i am told...","['cutting', 'edge', 'podcast', 'canada', 'tune', 'regardless', 'kelowna', 'alberta', 'anywhere', 'ns', 'america', 'amp', 'looking', 'hardcore', 'truth', 'current', 'state', 'affair', 'canada', 'post', 'convoy', '...', 'mandatory', 'viewing', 'css', 'told', '...']",-0.3,Negative
"the most cutting edge podcast in canada, tune in regardless of if you are in kelowna, alberta or anywhere in n. america &amp; are looking for  hardcore truths re the current state of affairs in canada post convoy...","['cutting', 'edge', 'podcast', 'canada', 'tune', 'regardless', 'kelowna', 'alberta', 'anywhere', 'ns', 'america', 'amp', 'looking', 'hardcore', 'truth', 'current', 'state', 'affair', 'canada', 'post', 'convoy', '...']",-0.3,Negative
i started a ticket with canada post. it's so fucking annoying. you can't even speak to a human being. it's all virtual assistants.,"['started', 'ticket', 'canada', 'post', 'is', 'fucking', 'annoying', 'ca', 'not', 'even', 'speak', 'human', 'is', 'virtual', 'assistant']",-0.4,Negative
canada post is consistently the worst delivery company. point blank period.,"['canada', 'post', 'consistently', 'worst', 'delivery', 'company', 'point', 'blank', 'period']",-0.5,Negative
canada post fucking sucks ass.,"['canada', 'post', 'fucking', 'suck', 'as']",-0.6,Negative
random thought for today:  canada post advert on tv “we are carbon neutral… can someone tell me how in hell they are carbon neutral?  more government smoke and mirrors????,"['random', 'thought', 'today', 'canada', 'post', 'advert', 'tv', 'a', 'carbon', 'neutral', 'someone', 'tell', 'hell', 'carbon', 'neutral', 'government', 'smoke', 'mirror']",-0.5,Negative
the most horrifying email you can get.....your order has been shipped by canada post....😓😓,"['horrifying', 'email', 'get', '.....', 'order', 'shipped', 'canada', 'post', '....', 'gt']",-0.9,Negative
what's wrong with canada post? they have sticky stamps?,"['is', 'wrong', 'canada', 'post', 'sticky', 'stamp']",-0.5,Negative
"@user ugh, it's tough. and canada post is astronomical!","['gh', 'is', 'tough', 'canada', 'post', 'astronomical']",-0.3888888888888889,Negative
fuck canada post @user,"['fuck', 'canada', 'post']",-0.4,Negative
fuck canada post worlds most slowest fucking delivery service ever 🤞,"['fuck', 'canada', 'post', 'world', 'slowest', 'fucking', 'delivery', 'service', 'ever', 'a']",-0.5,Negative
"my mom got mad at me for having something delivered to their house for my damn self because she claims canada post is taking too long. it’s been three days, and i ain’t even mad and it’s my package","['mom', 'got', 'mad', 'something', 'delivered', 'house', 'damn', 'self', 'claim', 'canada', 'post', 'taking', 'long', 'a', 'three', 'day', 'a', 'even', 'mad', 'a', 'package']",-0.43333333333333335,Negative
"montreal mayor calls out canada post on publisac delivery. http the mirror. should worry about more things like taking up all our streets for stupid bypass, who the bikers don’t even abide by the law. duh.","['montreal', 'mayor', 'call', 'canada', 'post', 'public', 'delivery', 'mirror', 'worry', 'thing', 'like', 'taking', 'street', 'stupid', 'bypass', 'bikers', 'a', 'even', 'abide', 'law', 'duh']",-0.36666666666666664,Negative
@user hey! my moms friend is the designer behind the canada post mail boxes and it was commissioned specifically to disguise graffiti!,"['hey', 'mom', 'friend', 'designer', 'behind', 'canada', 'post', 'mail', 'box', 'commissioned', 'specifically', 'disguise', 'graffiti']",-0.4,Negative
"@user hi, canada post unfortunately has no control over customs processing. as per tracking, look like this item was rejected/refused by customs and the item is in route to the originating country as it was refused by customs. please report concerns with the sender.","['hi', 'canada', 'post', 'unfortunately', 'control', 'custom', 'processing', 'per', 'tracking', 'look', 'like', 'item', 'rejected/refused', 'custom', 'item', 'route', 'originating', 'country', 'refused', 'custom', 'please', 'report', 'concern', 'sender']",-0.5,Negative
"@user write it down and mail it to him c/o the house of commons. canada post doesn't even need a stamp.  not as stupid as 'formally"" using twitter to tweet a wish ...","['write', 'mail', 'co', 'house', 'common', 'canada', 'post', 'not', 'even', 'need', 'stamp', 'stupid', 'formally', 'gt', 'using', 'twitter', 'tweet', 'wish', '...']",-0.5499999999999999,Negative
@user no canada post blue? so disappointed.,"['canada', 'post', 'blue', 'disappointed']",-0.375,Negative
"bestbuy, why are you shipping it from ontario?! grab a copy from winnipeg and throw it in a canada post truck! 

it's so dumb. never buying online with them again.","['bestbuy', 'shipping', 'ontario', 'grab', 'copy', 'winnipeg', 'throw', 'canada', 'post', 'truck', 'is', 'dumb', 'never', 'buying', 'online']",-0.375,Negative
@user canada post: “we’re sorry we don’t give a fuck”,"['canada', 'post', 'a', 'a', 'sorry', 'a', 'give', 'fuck', 'a']",-0.45,Negative
as expected canada post disappointed me and i won’t get tears of the kingdom on time. any spoiler i see and i will curse your family for 5 generations,"['expected', 'canada', 'post', 'disappointed', 'a', 'get', 'tear', 'kingdom', 'time', 'spoiler', 'see', 'curse', 'family', 'a', 'generation']",-0.425,Negative
"@user 

why can't i have some items sent to a canada post office?

@user works.
@user works.
@user works.

please dump the couriers and give us canada post!  the couriers are terrible. 

@user","['ca', 'not', 'item', 'sent', 'canada', 'post', 'office', 'work', 'work', 'work', 'please', 'dump', 'courier', 'give', 'u', 'canada', 'post', 'courier', 'terrible']",-1.0,Negative
fuck canada post,"['fuck', 'canada', 'post']",-0.4,Negative
"@user @user @user it is infuriating that canada post is delivering this trash epoch times to every household.

i don't care how much they pay to have this done - this should be illegal @user 

government of canada should not be facilitating delivery of these lies!","['infuriating', 'canada', 'post', 'delivering', 'trash', 'epoch', 'time', 'every', 'household', 'not', 'care', 'much', 'pay', 'done', 'illegal', 'government', 'canada', 'facilitating', 'delivery', 'lie']",-0.3,Negative
"@user no. history exists regardless. designs change, on money, documents, etc. wait until you hear about postage stamps! canada post conspires to ""erase history"" every time they take a stamp out of circulation  and replace it with another. wtf is wrong with you toronto sun? rhetorical.","['history', 'exists', 'regardless', 'design', 'change', 'money', 'document', 'etc', 'wait', 'hear', 'postage', 'stamp', 'canada', 'post', 'conspire', 'gt', 'erase', 'history', 'gt', 'every', 'time', 'take', 'stamp', 'circulation', 'replace', 'another', 'wtf', 'wrong', 'toronto', 'sun', 'rhetorical']",-0.5,Negative
@user i have an issue with a canada post agent putting the wrong postal code on my package and i called the store they told me to call you but i can’t get anyone on the phone,"['issue', 'canada', 'post', 'agent', 'putting', 'wrong', 'postal', 'code', 'package', 'called', 'store', 'told', 'call', 'a', 'get', 'anyone', 'phone']",-0.5,Negative
anybody want to see the worst gui ever designed? check out what canada post has clerks look at when they are cashing you out at the post office http,"['anybody', 'want', 'see', 'worst', 'gui', 'ever', 'designed', 'check', 'canada', 'post', 'clerk', 'look', 'casting', 'post', 'office']",-1.0,Negative
@user @user @user @user @user and @user should help solve this problem for their drivers. their job is already extremely dangerous and exhausting!!! why cant canadians care about each other? both should have designated parking spots on every street!!,"['help', 'solve', 'problem', 'driver', 'job', 'already', 'extremely', 'dangerous', 'exhausting', 'cant', 'canadian', 'care', 'designated', 'parking', 'spot', 'every', 'street']",-0.5,Negative
@user dem sick me enuh. all a dem from purolator to ups to canada post. every one.,"['dem', 'sick', 'enu', 'dem', 'purolator', 'ups', 'canada', 'post', 'every', 'one']",-0.7142857142857143,Negative
@user is this the same president that recommended we take the crap contract that wasn't negotiated but proposed by canada post? oh boy,"['president', 'recommended', 'take', 'crap', 'contract', 'not', 'negotiated', 'proposed', 'canada', 'post', 'oh', 'boy']",-0.8,Negative
"@user @user @user @user @user 
we sent a parcel from india via post to canada. canada post has delivered parcel to a thief on the road. 
it's very disappointing that with the mistake of the delivery agent and increase in number of thieves, our parcel is lost","['sent', 'parcel', 'india', 'via', 'post', 'canada', 'canada', 'post', 'delivered', 'parcel', 'thief', 'road', 'is', 'disappointing', 'mistake', 'delivery', 'agent', 'increase', 'number', 'thief', 'parcel', 'lost']",-0.6,Negative
"@user @user  
we sent a parcel from india via post to canada
and canada post has delivered our  parcel to thief on the road. 
it's very disappointing that with the mistake of the delivery agent and increase in the number of thieves, the parcel sent has been lost now.","['sent', 'parcel', 'india', 'via', 'post', 'canada', 'canada', 'post', 'delivered', 'parcel', 'thief', 'road', 'is', 'disappointing', 'mistake', 'delivery', 'agent', 'increase', 'number', 'thief', 'parcel', 'sent', 'lost']",-0.6,Negative
"#canadapost
how late does canada post deliver ? - the education wire http","['canadapost', 'late', 'canada', 'post', 'deliver', 'education', 'wire']",-0.3,Negative
"complicated story but mix of canada post being slow, the guy claiming the package was lost (he wanted a refund) and ebay telling me he would have to re pay me manually as they don't do it. 

when the package arrives he refuses to do so claiming it was destroyed in shipping (not my problem cause he used a forwarder to sa).","['complicated', 'story', 'mix', 'canada', 'post', 'slow', 'guy', 'claiming', 'package', 'lost', 'wanted', 'refund', 'ebay', 'telling', 'would', 'pay', 'manually', 'not', 'package', 'arrives', 'refuse', 'claiming', 'destroyed', 'shipping', 'problem', 'cause', 'used', 'forwarded', 'sa']",-0.4,Negative
i hate canada post with all my heart.,"['hate', 'canada', 'post', 'heart']",-0.8,Negative
"seriously, why use ""indirect signature"" on a delivery during the day when people are at work? if delivery can be let into the building, just leave it there like canada post does.","['seriously', 'use', 'gt', 'indirect', 'signature', 'gt', 'delivery', 'day', 'people', 'work', 'delivery', 'let', 'building', 'leave', 'like', 'canada', 'post']",-0.3333333333333333,Negative
"#ebay invests in sidelineswap, canada post expedited lite for collectibles; #shopify layoffs; #amazon fulfillment fee rebates, class action lawsuit for fake strike-through price discounts &amp; more in this week in review!

#ecommerce #smallbusiness 

http","['ebay', 'invests', 'sidelineswap', 'canada', 'post', 'expedite', 'lite', 'collectible', 'spotify', 'playoff', 'amazon', 'fulfillment', 'fee', 'rebate', 'class', 'action', 'lawsuit', 'fake', 'strike-through', 'price', 'discount', 'amp', 'week', 'review', 'ecommerce', 'smallbusiness']",-0.3,Negative
"getting an item shipped from london, ontario to toronto (~2 hour drive). canada post gotta be drunk. http","['getting', 'item', 'shipped', 'london', 'ontario', 'toronto', 'gt', 'hour', 'drive', 'canada', 'post', 'got', 'ta', 'drunk']",-0.5,Negative
there is nothing worse than when you order something on amazon and then get the notification that it will be delivered by canada post. 😓,"['nothing', 'worse', 'order', 'something', 'amazon', 'get', 'notification', 'delivered', 'canada', 'post', 'a']",-0.4,Negative
"@user hello. we're sorry this happened! when checking your order here: http which carrier service was assigned( dhl, canada post, amazon, etc.)? since there are issues with plug, you can review all refund/replacement options here: http -shea","['hello', 'are', 'sorry', 'happened', 'checking', 'order', 'carrier', 'service', 'assigned', 'del', 'canada', 'post', 'amazon', 'etc', 'since', 'issue', 'plug', 'review', 'refund/replacement', 'option', 'shea']",-0.5,Negative
"rant about #canadapost about how they keep calling me at 6am when i work evening shift.  also complaining about this stupid pole in the parking lot which they still havnt fixed!
pc&amp;r
#angryvideogamenerd
#avgn
#jamesrolfe
#torontosun
@user 
@user 
#tvo http","['rant', 'canadapost', 'keep', 'calling', 'am', 'work', 'evening', 'shift', 'also', 'complaining', 'stupid', 'pole', 'parking', 'lot', 'still', 'hant', 'fixed', 'pc', 'amp', 'r', 'angryvideogamenerd', 'avg', 'jamesrolfe', 'torontosun', 'tvo']",-0.35,Negative
"@user @user @user covid years lolol. 30 million canadians sitting at home, exploding online shopping and canadapost loses 779 millionpricing. every other carriers makes record profits during covid...but yah, cherry picking. holy f.","['covid', 'year', 'color', 'gt', 'million', 'canadian', 'sitting', 'home', 'exploding', 'online', 'shopping', 'canadapost', 'loses', '779', 'millionpricing', 'every', 'carrier', 'make', 'record', 'profit', 'covid', '...', 'yah', 'cherry', 'picking', 'holy', 'f']",-0.3,Negative
"boomers: i hate quiet quitting and the woke mind virus 

canada post nwa: xpresspost yourself","['boomer', 'hate', 'quiet', 'quitting', 'woke', 'mind', 'virus', 'canada', 'post', 'nwa', 'xpresspost']",-0.4,Negative
"@user walking from missisauga to toronto would have taken less time than canada post xpresspost. 6 days and counting.

the lack of responsibility and lack of empathy for the situation you’ve put us into is simply appalling.","['walking', 'missisauga', 'toronto', 'would', 'taken', 'le', 'time', 'canada', 'post', 'xpresspost', 'a', 'day', 'counting', 'lack', 'responsibility', 'lack', 'empathy', 'situation', 'a', 'put', 'u', 'simply', 'appalling']",-0.35,Negative
@user i agree. let’s get canada post in on censoring now. make it a party. why the consensus opinion is that the voters are to stupid to draw their own conclusions is baffling.,"['agree', 'let', 'a', 'get', 'canada', 'post', 'censoring', 'make', 'party', 'consensus', 'opinion', 'voter', 'stupid', 'draw', 'conclusion', 'battling']",-0.7999999999999999,Negative
"from 2018-2022 canada post lost pricing2.246 billion yet the @user refuses to do anything about it.

taxpayer money means nothing to @user.

#canadaisbroken
#trudeaubrokecanada 
#trudeaumustgo 

http","['2018-2022', 'canada', 'post', 'lost', 'pricing2.246', 'billion', 'yet', 'refuse', 'anything', 'taxpayer', 'money', 'mean', 'nothing', 'canadaisbroken', 'trudeaubrokecanada', 'trudeaumustgo']",-0.3125,Negative
@user you should see the crazy things the ndp have been saying about danielle smith. tell canada post!,"['see', 'crazy', 'thing', 'ndp', 'saying', 'danielle', 'smith', 'tell', 'canada', 'post']",-0.6,Negative
"@user if it's not illegal material, and canada post has been paid, why shouldn't they deliver it?","['is', 'illegal', 'material', 'canada', 'post', 'paid', 'not', 'deliver']",-0.5,Negative
"2nd day in a row, i go to the canada post community mailbox to check if i have mail and there's a guy in a car parked near the mailbox (but not close enough to complain to anyone official) smoking pot.

afaik, he's not doing anything that's illegal but i really hate the smell.","['and', 'day', 'row', 'go', 'canada', 'post', 'community', 'parlbox', 'check', 'mail', 'is', 'guy', 'car', 'parked', 'near', 'parlbox', 'close', 'enough', 'complain', 'anyone', 'official', 'smoking', 'pot', 'again', 'is', 'anything', 'is', 'illegal', 'really', 'hate', 'smell']",-0.30000000000000004,Negative
when the #klausschwab script is still stuck at #canadapost. corrupt! #cdnpoli,"['klausschwab', 'script', 'still', 'stuck', 'canadapost', 'corrupt', 'cdnpoli']",-0.5,Negative
