content,tokenized_content,sentiment,sentiment_type
@user i've had to call your center 3 times already. you were about to send my package back to sender after i requested twice to hold it at an access point. this is horrible service.,"['ve', 'call', 'center', 'a', 'time', 'already', 'send', 'package', 'back', 'sender', 'requested', 'twice', 'hold', 'access', 'point', 'horrible', 'service']",-0.3666666666666667,Negative
@user how are you still in business? you are the worst shipping company!,"['still', 'business', 'worst', 'shipping', 'company']",-1.0,Negative
thanks for the brutal customer service @user ! not my fault your website is crashed as the lady on the phone tells me  and i have to pay pricing5 extra for doing it on the phone. just brutal,"['thanks', 'brutal', 'customer', 'service', 'fault', 'website', 'crashed', 'lady', 'phone', 'tell', 'pay', 'pricing', 'extra', 'phone', 'brutal']",-0.3875,Negative
i hate that @user chooses @user to do their shipping! nothing put problems trying to pay the import fees every time!,"['hate', 'chooses', 'shipping', 'nothing', 'put', 'problem', 'trying', 'pay', 'import', 'fee', 'every', 'time']",-0.8,Negative
@user @user canada the land of the fuck ups,"['canada', 'land', 'fuck', 'ups']",-0.4,Negative
@user why your parcels are always delayed ? why am i not having this problem with other companies ?????? my package was supposed to arrive today but yet again i was proven wrong !,"['parcel', 'always', 'delayed', 'problem', 'company', 'package', 'supposed', 'arrive', 'today', 'yet', 'proven', 'wrong']",-0.5,Negative
@user @user you guys have the worst tracking system in the world. no updates for 3 days and suddenly a delivery attempt at 8pm ??? #craptracking #getoutofthedeliverbusiness,"['guy', 'worst', 'tracking', 'system', 'world', 'update', 'a', 'day', 'suddenly', 'delivery', 'attempt', 'pm', 'craptracking', 'getoutofthedeliverbusiness']",-0.5,Negative
"@user i always pre-pay when i can. duties aren’t terrible in canada but the ups/fedex brokerage fees are sometimes 30-40% of the cost of the item. it’s egregious, but the only way around it is to make time on weekdays to self clear packages through the cbsa, which can be a pain.","['always', 'repay', 'duty', 'a', 'terrible', 'canada', 'ups/fedex', 'brokerage', 'fee', 'sometimes', '30-40', 'cost', 'item', 'a', 'egregious', 'way', 'around', 'make', 'time', 'weekday', 'self', 'clear', 'package', 'cbs', 'pain']",-0.45,Negative
@user still didn’t turn up.  twice today your call centre in the philippines promised me it would be delivered today.  nobody at ups seems to care about anything but telling lies to get me off the phone.  don’t know why you bother with customer service. absolutely useless.,"['still', 'a', 'turn', 'twice', 'today', 'call', 'centre', 'philippine', 'promised', 'would', 'delivered', 'today', 'nobody', 'ups', 'seems', 'care', 'anything', 'telling', 'lie', 'get', 'phone', 'a', 'know', 'bother', 'customer', 'service', 'absolutely', 'useless']",-0.5,Negative
@user how do you attempt delivery and give a ‘sorry we missed you’ message when it is being delivered to a ups store…. http,"['attempt', 'delivery', 'give', 'a', 'sorry', 'missed', 'a', 'message', 'delivered', 'ups', 'store']",-0.5,Negative
"@user evidence points to the contrary.
justin trudeau's policies have been a disaster for canada.
plenty of information here, listing most of justin trudeau's fcuk ups, to refer to. 
http","['evidence', 'point', 'contrary', 'justin', 'trudeau', 'is', 'policy', 'disaster', 'canada', 'plenty', 'information', 'listing', 'justin', 'trudeau', 'is', 'fuck', 'ups', 'refer']",-0.4,Negative
"ups hands down the worst delivery company in whole canada, i don’t understand how can i miss my package three times in a week when i’m at home everyday @user","['ups', 'hand', 'worst', 'delivery', 'company', 'whole', 'canada', 'a', 'understand', 'miss', 'package', 'three', 'time', 'week', 'a', 'home', 'everyday']",-0.3333333333333333,Negative
"@user the @user store not only took seven times of calling before they picked up and didn't hang up, but even that did were rude af. they also said they have nothing to do with the packages. they're just the store. 

i'm going in with a video recorder. expect to see it soon.","['store', 'took', 'seven', 'time', 'calling', 'picked', 'not', 'hang', 'even', 'rude', 'af', 'also', 'said', 'nothing', 'package', 'are', 'store', 'm', 'going', 'video', 'recorder', 'expect', 'see', 'soon']",-0.3,Negative
"@user one hell of a bad service.
why do you guys even exist.","['one', 'hell', 'bad', 'service', 'guy', 'even', 'exist']",-0.6999999999999998,Negative
"@user hey @user, i placed the order on your site and i need to file official complaint on ups.","['hey', 'placed', 'order', 'site', 'need', 'file', 'official', 'complaint', 'ups']",-0.3,Negative
@user @user they are so useless @user,['useless'],-0.5,Negative
"@user 
absolutely worst service and no solution provided yet. my wife scheduled her package at a pickup location and from last 3 days we’re trying to pick it up from there &amp; the shop guy says they can’t scan the sticker and so the truck driver took it back, same for 3 days.","['absolutely', 'worst', 'service', 'solution', 'provided', 'yet', 'wife', 'scheduled', 'package', 'pickup', 'location', 'last', 'a', 'day', 'a', 'trying', 'pick', 'amp', 'shop', 'guy', 'say', 'a', 'scan', 'sticker', 'truck', 'driver', 'took', 'back', 'a', 'day']",-0.3333333333333333,Negative
"@user what a dishonest company , liars who tells  you your package will be delivered today but in reality it is not even in the county yet.  they do this garbage all the time, and their website  give a date for deliver by the end of the day but no delivery.","['dishonest', 'company', 'liar', 'tell', 'package', 'delivered', 'today', 'reality', 'even', 'county', 'yet', 'garbage', 'time', 'website', 'give', 'date', 'deliver', 'end', 'day', 'delivery']",-0.3,Negative
"@user trudeau is only the tip of the iceberg, as to what's wrong with canada, trump &amp; biden are the twin peaks of the iceberg as to what's wrong with the us.  where are the grown ups?  they're trying to forge forward despite life being made more expensive by the davos boys &amp; girls.","['trudeau', 'tip', 'iceberg', 'is', 'wrong', 'canada', 'trump', 'amp', 'biden', 'twin', 'peak', 'iceberg', 'is', 'wrong', 'u', 'grown', 'ups', 'are', 'trying', 'forge', 'forward', 'despite', 'life', 'made', 'expensive', 'davis', 'boy', 'amp', 'girl']",-0.5,Negative
@user very unprofessional services in edmonton. they lie all the time. frustrating.,"['unprofessional', 'service', 'edmonton', 'lie', 'time', 'frustrating']",-0.4,Negative
@user dem sick me enuh. all a dem from purolator to ups to canada post. every one.,"['dem', 'sick', 'enu', 'dem', 'purolator', 'ups', 'canada', 'post', 'every', 'one']",-0.7142857142857143,Negative
@user the only people talking about abortions in canada are the liberals when they want to distract everyone from one of their fuck ups.,"['people', 'talking', 'abortion', 'canada', 'liberal', 'want', 'distract', 'everyone', 'one', 'fuck', 'ups']",-0.4,Negative
"he flat out lied!!! you did not cut canada's poverty rate in half since 2015, you added to the poverty rate, people are now standing in food bank line ups, people on disability are struggling more under you and this government, the lies that he tells make's me sick...","['flat', 'lied', 'cut', 'canada', 'is', 'poverty', 'rate', 'half', 'since', '2015', 'added', 'poverty', 'rate', 'people', 'standing', 'food', 'bank', 'line', 'ups', 'people', 'disability', 'struggling', 'government', 'lie', 'tell', 'make', 'is', 'sick', '...']",-0.30198412698412697,Negative
"rut roh, china got france, i think that ups the odds china could flip canada to the nwo.  imagine that.  i mean #tuckercarlson did threaten to invade.  countries around the world flock to china to protect against nazi maga republicans.    http","['rut', 'roh', 'china', 'got', 'france', 'think', 'ups', 'odds', 'china', 'could', 'flip', 'canada', 'no', 'imagine', 'mean', 'tuckercarlson', 'threaten', 'invade', 'country', 'around', 'world', 'flock', 'china', 'protect', 'nazi', 'manga', 'republican']",-0.3125,Negative
@user why did a shipment sent by someone to me sit in a ups depot in co for 2 days before it moved. i still see no delivery date nor can i login to my ups acct to see detail info. i had to get the detail tracking via other means.,"['shipment', 'sent', 'someone', 'sit', 'ups', 'depot', 'co', 'a', 'day', 'moved', 'still', 'see', 'delivery', 'date', 'login', 'ups', 'acct', 'see', 'detail', 'info', 'get', 'detail', 'tracking', 'via', 'mean']",-0.3125,Negative
"@user  having a horrible experience, while getting a package from you guys. ups truck was in my townhouse complex and did not deliver it -twice. nobody contacted me over the phone or text. this is an awful service you are providing.
never going to use ups again.
#upscanada http","['horrible', 'experience', 'getting', 'package', 'guy', 'ups', 'truck', 'townhouse', 'complex', 'deliver', 'twice', 'nobody', 'contacted', 'phone', 'text', 'awful', 'service', 'providing', 'never', 'going', 'use', 'ups', 'upscanada']",-0.7666666666666666,Negative
@user sorry. canada has line ups at the food bank. homelessness is increasing. inflation is hurting everyone.,"['sorry', 'canada', 'line', 'ups', 'food', 'bank', 'homelessness', 'increasing', 'inflation', 'hurting', 'everyone']",-0.5,Negative
"@user you are the worst pm canada has ever had.
had respect for your father .
you should resign and leave politics to the grown ups!","['worst', 'pm', 'canada', 'ever', 'respect', 'father', 'resign', 'leave', 'politics', 'grown', 'ups']",-1.0,Negative
@user @user hi! i call parking enf but they only deal w/ it in the moment. i complain to @user but they don’t act. i email &amp; call @user but get no answer. this is a very dangerous and ongoing situation. see my other media &amp; please advise. #biketo,"['hi', 'call', 'parking', 'en', 'deal', 'w', 'moment', 'complain', 'a', 'act', 'email', 'amp', 'call', 'get', 'answer', 'dangerous', 'ongoing', 'situation', 'see', 'medium', 'amp', 'please', 'advise', 'bike']",-0.6,Negative
"@user hello, malik. i am sorry for the inconvenience. for any refund, please contact your shipper. your shipper will receive the resolution for any claim presented to ups. -henry http","['hello', 'malik', 'sorry', 'inconvenience', 'refund', 'please', 'contact', 'shipped', 'shipped', 'receive', 'resolution', 'claim', 'presented', 'ups', 'henry']",-0.5,Negative
@user i have a package sitting in a warehouse for over a week when i've already payed the duty fee it's getting really annoying,"['package', 'sitting', 'warehouse', 'week', 've', 'already', 'played', 'duty', 'fee', 'is', 'getting', 'really', 'annoying']",-0.8,Negative
my package has been at the boarder since the 23 sad @user i yearn for my shirt sad((((,"['package', 'border', 'since', 'gt', 'sad', 'year', 'shirt', 'sad']",-0.5,Negative
"@user you, a liberal have been pm for 8 yrs.  you have almost bankrupted canada, you are bankrupting canadians.  you send our tax payer dollars to ukraine a corrupt zelensky. canadians are standing in bread line ups, healthcare is ruined, etc etc, shall i continue?  you are the problem","['liberal', 'pm', 'a', 'yr', 'almost', 'bankruptcy', 'canada', 'bankrupting', 'canadian', 'send', 'tax', 'payer', 'dollar', 'ukraine', 'corrupt', 'zelensky', 'canadian', 'standing', 'bread', 'line', 'ups', 'healthcare', 'ruined', 'etc', 'etc', 'shall', 'continue', 'problem']",-0.5,Negative
"@user the line ups at food banks in canada are devastating.

you did this to our country. http","['line', 'ups', 'food', 'bank', 'canada', 'devastating', 'country']",-1.0,Negative
"@user my dad (in canada) ordered something from the us, and a month after receiving it got a pricing100 bill from ups for brokerage fees. it's basically a scam.

that sorta thing should be illegal.","['dad', 'canada', 'ordered', 'something', 'u', 'month', 'receiving', 'got', 'pricing100', 'bill', 'ups', 'brokerage', 'fee', 'is', 'basically', 'scam', 'sorta', 'thing', 'illegal']",-0.5,Negative
"@user being your customer question is, how are you improving your terrible service in toronto/canada?","['customer', 'question', 'improving', 'terrible', 'service', 'toronto/canada']",-1.0,Negative
@user what a terrible set of people and inconsistent services....this will be my third bad experience with you guys. i started getting lies upon lies over some items i was suppose to have recieved from my home country. till now i haven't received anything. what a waste.,"['terrible', 'set', 'people', 'inconsistent', 'service', '....', 'third', 'bad', 'experience', 'guy', 'started', 'getting', 'lie', 'upon', 'lie', 'item', 'suppose', 'recieved', 'home', 'country', 'till', 'not', 'received', 'anything', 'waste']",-0.4749999999999999,Negative
"@user maybe not in the conventional sense. but if there were masses of mam sleepers inside to start an insurgency, along with cartels to create chaos and divert resources, it might be harder to notice build ups in the increasingly adversarial mexico and canada. not impossible.","['maybe', 'conventional', 'sense', 'mass', 'mam', 'sleeper', 'inside', 'start', 'insurgency', 'along', 'cartel', 'create', 'chaos', 'divert', 'resource', 'might', 'harder', 'notice', 'build', 'ups', 'increasingly', 'adversarial', 'mexico', 'canada', 'impossible']",-0.30317460317460315,Negative
just got screwed by @user 's brokerage scam.  you folks are literally awful.,"['got', 'screwed', 'is', 'brokerage', 'scam', 'folk', 'literally', 'awful']",-1.0,Negative
"when i was a child in latin america living under a marxist government…. the line ups for food would be this long. 
i’m appalled to see this in canada","['child', 'latin', 'america', 'living', 'marxists', 'government', 'line', 'ups', 'food', 'would', 'long', 'a', 'appalled', 'see', 'canada']",-0.42500000000000004,Negative
"i thought canada post was bad, but ups 🥇","['thought', 'canada', 'post', 'bad', 'ups', 'a']",-0.6999999999999998,Negative
"how the fuck do i owe fifty one dollars in customs fees on two goddamned t-shirts?!? tee shirts!!!!! 2 of them!!!!!! 

that's obscene @user","['fuck', 'owe', 'fifty', 'one', 'dollar', 'custom', 'fee', 'two', 'goddamned', 'shirt', 'tee', 'shirt', 'a', 'is', 'obscene']",-0.4,Negative
"@user unfortunately liberal canada thinks this will randomly kill everyone around it, so it is banned until grown ups take back the country","['unfortunately', 'liberal', 'canada', 'think', 'randomly', 'kill', 'everyone', 'around', 'banned', 'grown', 'ups', 'take', 'back', 'country']",-0.3333333333333333,Negative
@user your service at the etobicoke location on eastmall was terrible.  please contact me.  me calling the store is pointless.  the reviews on the site are all the same and i lack trust in your operation at this time,"['service', 'etobicoke', 'location', 'fastball', 'terrible', 'please', 'contact', 'calling', 'store', 'pointless', 'review', 'site', 'lack', 'trust', 'operation', 'time']",-0.625,Negative
"we are celebrating the 35th anniversary of ups airlines!

ups airlines has a small army working 24/7 behind the scenes to help us soar through the skies and deliver services worldwide!

learn more by visiting: http http","['celebrating', 'with', 'anniversary', 'ups', 'airline', 'ups', 'airline', 'small', 'army', 'working', '24/7', 'behind', 'scene', 'help', 'u', 'soar', 'sky', 'deliver', 'service', 'worldwide', 'learn', 'visiting']",-0.325,Negative
@user @user @user @user it's cad / 1.36 to get the usd pricing. to import into canada where i'm located would be deadly expensive even with my heavily discounted ups import control accounts.,"['is', 'cad', '1.36', 'get', 'usd', 'pricing', 'import', 'canada', 'm', 'located', 'would', 'deadly', 'expensive', 'even', 'heavily', 'discounted', 'ups', 'import', 'control', 'account']",-0.35,Negative
"@user hello, we are truly sorry for the bad experience with our service. we would like to help you, could you send us your tracking number, phone number, email address and address via dm? -bryan http","['hello', 'truly', 'sorry', 'bad', 'experience', 'service', 'would', 'like', 'help', 'could', 'send', 'u', 'tracking', 'number', 'phone', 'number', 'email', 'address', 'address', 'via', 'direct message', 'bryan']",-0.36666666666666653,Negative
@user that is crazy! are they cheaper in canada? i'll get it for you and ups it. does that work? do people do that?,"['crazy', 'cheaper', 'canada', 'all', 'get', 'ups', 'work', 'people']",-0.6,Negative
"why is @user the most unpleasant company to deal with? whats the point of putting my address if your drivers can never find it and then ""lose"" every single package because it hasn't been scanned in days? every. damn. time. so exhausting.","['unpleasant', 'company', 'deal', 'whats', 'point', 'putting', 'address', 'driver', 'never', 'find', 'gt', 'lose', 'gt', 'every', 'single', 'package', 'not', 'scanned', 'day', 'every', 'damn', 'time', 'exhausting']",-0.3738095238095238,Negative
"@user please stop advocacy work for a group you don't like or understand. even if you are a part of it.

if you can't learn from your fuck ups and instead use them to fuel a victim complex that justifies harassing other disabled folks you are a bad advocate and only causing harm.","['please', 'stop', 'advocacy', 'work', 'group', 'not', 'like', 'understand', 'even', 'part', 'ca', 'not', 'learn', 'fuck', 'ups', 'instead', 'use', 'fuel', 'victim', 'complex', 'justifies', 'harassing', 'disabled', 'folk', 'bad', 'advocate', 'causing', 'harm']",-0.33499999999999996,Negative
"@user hello, we are truly sorry for the bad experience with our services. we would like to help you out, could you send us your tracking number, email address, address and phone number via dm? -bryan http","['hello', 'truly', 'sorry', 'bad', 'experience', 'service', 'would', 'like', 'help', 'could', 'send', 'u', 'tracking', 'number', 'email', 'address', 'address', 'phone', 'number', 'via', 'direct message', 'bryan']",-0.36666666666666653,Negative
"@user since 2 month, my package is stuck at bangalore. no body contacted me. no answer from them. such worst service didn't expected frm you.","['since', 'a', 'month', 'package', 'stuck', 'bangalore', 'body', 'contacted', 'answer', 'worst', 'service', 'not', 'expected', 'frm']",-0.475,Negative
"@user just checking i had terrible itchy issues when i had liver issue flare ups, i was born with liver issues tho","['checking', 'terrible', 'itch', 'issue', 'liver', 'issue', 'flare', 'ups', 'born', 'liver', 'issue', 'tho']",-1.0,Negative
"leslyn, can we make it illegal for canada post to deliver abortion pills? what about ups? 
 http","['lesson', 'make', 'illegal', 'canada', 'post', 'deliver', 'abortion', 'pill', 'ups']",-0.5,Negative
"you know it won’t deliver when it’s sent through @user @user 
says out for delivery; then delivery attempted. (where?! i was home all day)
every. single. time! beyond pathetic! (on)","['know', 'a', 'deliver', 'a', 'sent', 'say', 'delivery', 'delivery', 'attempted', 'home', 'day', 'every', 'single', 'time', 'beyond', 'pathetic']",-0.5357142857142857,Negative
@user @user you are useless useless useless for small business!!,"['useless', 'useless', 'useless', 'small', 'business']",-0.4375,Negative
"@user my package was delivered to the wrong address. we located it ourselves, but how do i report it so it doesn’t happen again?","['package', 'delivered', 'wrong', 'address', 'located', 'report', 'a', 'happen']",-0.5,Negative
"can you imagine how terrifying it must be to be a post man, ups driver, girl guide selling cookies, anyone in trouble knocking on an america  front door?","['imagine', 'terrifying', 'must', 'post', 'man', 'ups', 'driver', 'girl', 'guide', 'selling', 'cook', 'anyone', 'trouble', 'knocking', 'america', 'front', 'door']",-0.6,Negative
"@user hello kunal, we are really sorry for the bad experience. we would like to help you could, could you send us your tracking number, email address, address and phone number via dm? -bryan http","['hello', 'kanal', 'really', 'sorry', 'bad', 'experience', 'would', 'like', 'help', 'could', 'could', 'send', 'u', 'tracking', 'number', 'email', 'address', 'address', 'phone', 'number', 'via', 'direct message', 'bryan']",-0.36666666666666653,Negative
"@user you offer an expensive service and you do not deliver on time, the worst thing is that you say it is because of a non-existent error in the address, even though the packages should be delivered in one of yours access points. #ups_canada #deliveryman #sucks","['offer', 'expensive', 'service', 'deliver', 'time', 'worst', 'thing', 'say', 'nonexistent', 'error', 'address', 'even', 'though', 'package', 'delivered', 'one', 'access', 'point', 'ups_canada', 'deliveryman', 'suck']",-0.75,Negative
"@user you offer an expensive service and do not comply with the delivery days, the worst thing is that you say it is because of a non-existent error in the address, even though the packages should be delivered in one of the access points that you provide.","['offer', 'expensive', 'service', 'comply', 'delivery', 'day', 'worst', 'thing', 'say', 'nonexistent', 'error', 'address', 'even', 'though', 'package', 'delivered', 'one', 'access', 'point', 'provide']",-0.75,Negative
"how do delivery people do their jobs in the us? delivering a pizza, door-to-door salesmen, ups ... how terrifying to be working in america.","['delivery', 'people', 'job', 'u', 'delivering', 'pizza', 'door-to-door', 'salesman', 'ups', '...', 'terrifying', 'working', 'america']",-1.0,Negative
"@user hi , thank you for contacting us, and we apologize for the inconvenience this may have caused. unfortunately , the store in question does not offer ups shipping services, the shipping services offered by the store are for canada post, dhl, and purolator. thank you.^ac","['hi', 'thank', 'contacting', 'u', 'apologize', 'inconvenience', 'may', 'caused', 'unfortunately', 'store', 'question', 'offer', 'ups', 'shipping', 'service', 'shipping', 'service', 'offered', 'store', 'canada', 'post', 'del', 'purolator', 'thank', 'you.^ac']",-0.5,Negative
@user @user @user @user @user @user stupid question,"['stupid', 'question']",-0.7999999999999999,Negative
@user @user @user just leave it by your door. but in saying all of that... some workers don't give a f-ck and are going to do whatever regardless,"['leave', 'door', 'saying', '...', 'worker', 'not', 'give', 'fuck', 'going', 'whatever', 'regardless']",-0.4,Negative
"@user hello, swarek. i am sorry for the trouble. please provide us with your tracking number, delivery address, phone number, and email address, so we can look at it. please reconfirm if you received your package. -henry http","['hello', 'share', 'sorry', 'trouble', 'please', 'provide', 'u', 'tracking', 'number', 'delivery', 'address', 'phone', 'number', 'email', 'address', 'look', 'please', 'confirm', 'received', 'package', 'henry']",-0.35,Negative
"@user hello, mahesh. i am sorry for the trouble. please provide us with your tracking number, delivery address, phone number, and email address, so we can look into it. -henry http","['hello', 'makes', 'sorry', 'trouble', 'please', 'provide', 'u', 'tracking', 'number', 'delivery', 'address', 'phone', 'number', 'email', 'address', 'look', 'henry']",-0.35,Negative
"@user hello, i am sorry for the inconvenience. please provide us with your tracking number, delivery address, phone number, and email address, so we can look at it. -henry http","['hello', 'sorry', 'inconvenience', 'please', 'provide', 'u', 'tracking', 'number', 'delivery', 'address', 'phone', 'number', 'email', 'address', 'look', 'henry']",-0.5,Negative
"@user @user ohh wow!!  
i really hate canada post. they have the worse service. i knew i should have used ups or fedex😒.
i will try to claim the money with the credit card company.","['oh', 'wow', 'really', 'hate', 'canada', 'post', 'worse', 'service', 'knew', 'used', 'ups', 'fedex😒', 'try', 'claim', 'money', 'credit', 'card', 'company']",-0.3666666666666667,Negative
@user @user @user calling into your customer care is a nightmare experience. memorized answers to any question without any empathy. drivers falsely claim they tried delivery. maybe  they plan on stealing and selling my stuff. pathetic!,"['calling', 'customer', 'care', 'nightmare', 'experience', 'memorize', 'answer', 'question', 'without', 'empathy', 'driver', 'falsely', 'claim', 'tried', 'delivery', 'maybe', 'plan', 'stealing', 'selling', 'stuff', 'pathetic']",-0.7000000000000001,Negative
"@user hello, we are very sorry for the bad experience with your delivery. we would like to help you, could you send us your tracking number, email address, phone number and address via dm? -bryan http","['hello', 'sorry', 'bad', 'experience', 'delivery', 'would', 'like', 'help', 'could', 'send', 'u', 'tracking', 'number', 'email', 'address', 'phone', 'number', 'address', 'via', 'direct message', 'bryan']",-0.36666666666666653,Negative
"@user we are really sorry for the inconvenience. we just performed a troubleshooting, could you try again? -bryan http","['really', 'sorry', 'inconvenience', 'performed', 'troubleshooting', 'could', 'try', 'bryan']",-0.5,Negative
@user i'm having trouble it seems. every time i try to send a message it says message failed,"['m', 'trouble', 'seems', 'every', 'time', 'try', 'send', 'message', 'say', 'message', 'failed']",-0.35,Negative
