content,tokenized_content,sentiment,sentiment_type
"@user hello, we are truly sorry for the inconveniences caused during your visit. could you share with us the specific address of the location and more details about the fee, invoice or receipt via dm? -bryan http","['hello', 'truly', 'sorry', 'inconvenience', 'caused', 'visit', 'could', 'share', 'u', 'specific', 'address', 'location', 'detail', 'fee', 'voice', 'receipt', 'via', 'direct message', 'bryan']",-0.13333333333333333,Neutral
@user you guys are always scamming customers,"['guy', 'always', 'spamming', 'customer']",0.0,Neutral
"innovators &amp; entrepreneurs foundation 2023 #canieawards are presented in partnership with @user. open call for applications begins june 12th, 2023 at 10am et!","['innovator', 'amp', 'entrepreneur', 'foundation', '2023', 'canieawards', 'presented', 'partnership', 'open', 'call', 'application', 'begin', 'june', 'with', '2023', 'team', 'et']",0.0,Neutral
"🏆indigenous entrepreneur of the year award, sponsored by @user
celebrating an indigenous founder and business owner delivering outstanding results in business and community impact.","['indigenous', 'entrepreneur', 'year', 'award', 'sponsored', 'celebrating', 'indigenous', 'founder', 'business', 'owner', 'delivering', 'outstanding', 'result', 'business', 'community', 'impact']",0.5,Postive
"this year the charity is thrilled to offer four 2023 #canieaward categories to celebrate our nation’s entrepreneurs.
🏆global export business owner of the year award, sponsored by @user
celebrating #cdnbiz founder who has achieved success in launching internationally. 🧵 http","['year', 'charity', 'thrilled', 'offer', 'four', '2023', 'canieaward', 'category', 'celebrate', 'nation', 'a', 'entrepreneur', 'global', 'export', 'business', 'owner', 'year', 'award', 'sponsored', 'celebrating', 'cdnbiz', 'founder', 'achieved', 'success', 'launching', 'internationally', 'a']",0.22499999999999998,Neutral
"yannick lemay, a tax training specialist from @user, imparts valuable insights on simplified tax filing procedures for entrepreneurs and much more.

click here to listen to the complete episode: http

@user @user @user http","['yannick', 'lemy', 'tax', 'training', 'specialist', 'impacts', 'valuable', 'insight', 'simplified', 'tax', 'filing', 'procedure', 'entrepreneur', 'much', 'click', 'listen', 'complete', 'episode']",0.15000000000000002,Neutral
"@user hello mario, thank you for contacting us. we will be glad to assist you. i would recommend hiding the previous message since it has sensitive information and sending us a dm with your phone number and complete delivery address, so we can look into this. thank you. -alex http","['hello', 'mario', 'thank', 'contacting', 'u', 'glad', 'assist', 'would', 'recommend', 'hiding', 'previous', 'message', 'since', 'sensitive', 'information', 'sending', 'u', 'direct message', 'phone', 'number', 'complete', 'delivery', 'address', 'look', 'thank', 'alex']",0.12666666666666665,Neutral
"creekside may or may not be the best location of all time if you're a paddler - everything within really close walking distance (canada post, ups, starbucks, mcd, and ofc the docks)","['creekside', 'may', 'may', 'best', 'location', 'time', 'are', 'paddle', 'everything', 'within', 'really', 'close', 'walking', 'distance', 'canada', 'post', 'ups', 'starbucks', 'mcd', 'ofc', 'dock']",0.6,Postive
"supporting small business owners is a crucial part of our commitments to both customers and the communities we serve.

learn more about what makes some of these aapi owned businesses unstoppable by visiting: http http","['supporting', 'small', 'business', 'owner', 'crucial', 'part', 'commitment', 'customer', 'community', 'serve', 'learn', 'make', 'api', 'owned', 'business', 'unstoppable', 'visiting']",0.0,Neutral
"@user hi david! thank you for contacting us. we are very sorry for the inconvenience. for confirming on the system, could you confirm your tracking number, email address, phone number, email address, and full name, please? thank you.-lily http","['hi', 'david', 'thank', 'contacting', 'u', 'sorry', 'inconvenience', 'confirming', 'system', 'could', 'confirm', 'tracking', 'number', 'email', 'address', 'phone', 'number', 'email', 'address', 'full', 'name', 'please', 'thank', 'you.-lily']",-0.07500000000000001,Neutral
"@user, you seem to have lost the one original copy of my deceased mothers last will &amp; testament that should have been delivered saturday but now appears lost. phone support only says 'it should be delivered today'.  i need urgent and significant help, please!.","['seem', 'lost', 'one', 'original', 'copy', 'deceased', 'mother', 'last', 'amp', 'testament', 'delivered', 'saturday', 'appears', 'lost', 'phone', 'support', 'say', 'it', 'delivered', 'today', 'need', 'urgent', 'significant', 'help', 'please']",0.25,Neutral
"ship from #abbeville to #plymouth with up to 82% #savings, only on http discounted and pre-negotiated real-time rates from ups, usps business, canada post, canpar express, etc.
visit http now
with 💘@user made in ontario http","['ship', 'abbeville', 'plymouth', 'gt', 'saving', 'discounted', 'pre-negotiated', 'realtime', 'rate', 'ups', 'uses', 'business', 'canada', 'post', 'cancer', 'express', 'etc', 'visit', 'a', 'made', 'ontario']",0.0,Neutral
"the canadiansme small business expo 2023 is the ultimate platform for showcasing your product or service to the world.  📈 secure your booth now at http

 @user @user @user @user @user @user http","['canadiansme', 'small', 'business', 'expo', '2023', 'ultimate', 'platform', 'showcasing', 'product', 'service', 'world', 'a', 'secure', 'booth']",0.05000000000000001,Neutral
"making sign ups for full bar friday #sf6 !  looking forward to seeing yall soon!  we will be opening up the regions to all of usa, canada, and mexico!   shout outs to the awesome net code!","['making', 'sign', 'ups', 'full', 'bar', 'friday', 'sf', 'looking', 'forward', 'seeing', 'all', 'soon', 'opening', 'region', 'usa', 'canada', 'mexico', 'shout', 'out', 'awesome', 'net', 'code']",0.45,Postive
"saluting innovators who contribute to the canadian economy, we proudly recognize max rivest, co-founder and ceo of @user, as our entrepreneur of the week.

click on the link below to read more:
http

@user @user @user http","['salting', 'innovator', 'contribute', 'canadian', 'economy', 'proudly', 'recognize', 'max', 'divest', 'cofounder', 'ceo', 'entrepreneur', 'week', 'click', 'link', 'read']",0.8,Postive
".@user its now been 5 days since ups lost a package containing 1000 rounds of live ammunition. there was no signature upon delivery, which is legally required per the firearms act of canada. as well, i have yet to receive any followup and there has been no priority given","['a', 'day', 'since', 'ups', 'lost', 'package', 'containing', '1000', 'round', 'live', 'ammunition', 'signature', 'upon', 'delivery', 'legally', 'required', 'per', 'firearm', 'act', 'canada', 'well', 'yet', 'receive', 'followup', 'priority', 'given']",0.04545454545454545,Neutral
"i have three amazon returns to drop off- one goes to purolator with no box- one goes to ups fully boxed and ready and the third goes to canada post....

this is not a joke or a math question.","['three', 'amazon', 'return', 'drop', 'off', 'one', 'go', 'purolator', 'box', 'one', 'go', 'ups', 'fully', 'boxed', 'ready', 'third', 'go', 'canada', 'post', '....', 'joke', 'math', 'question']",0.1,Neutral
"join us at the canadiansme small business expo 2023 on june 16th at the metro toronto convention centre! visit http to register now.

@user @user @user @user @user @user http","['join', 'u', 'canadiansme', 'small', 'business', 'expo', '2023', 'june', 'with', 'metro', 'toronto', 'convention', 'centre', 'visit', 'register']",-0.25,Neutral
"@user i just received a package from china in 8 days from canada post.... meanwhile my package from ontario that was shipped express with ups may 25, still hasn't arrived in nl.  #ups","['received', 'package', 'china', 'a', 'day', 'canada', 'post', '....', 'meanwhile', 'package', 'ontario', 'shipped', 'express', 'ups', 'may', 'gt', 'still', 'not', 'arrived', 'nl', 'ups']",0.0,Neutral
"today’s @user small business of the day is muse basket and co.

muse baskets & co. is a leading provider of curated gifts for both business and personal occasions, in addition to their bespoke curating services.

http

#shoplocalfirst #canadiansme #smallbiz","['today', 'a', 'small', 'business', 'day', 'muse', 'basket', 'col', 'muse', 'basket', 'col', 'leading', 'provider', 'curated', 'gift', 'business', 'personal', 'occasion', 'addition', 'bespoke', 'creating', 'service', 'shoplocalfirst', 'canadiansme', 'smallbiz']",-0.125,Neutral
"@user hello @user, we are truly sorry for inappropriate behavior by the driver. we would love to look into this for you further. please send us a dm with the ups tracking number. -michaela http","['hello', 'truly', 'sorry', 'inappropriate', 'behavior', 'driver', 'would', 'love', 'look', 'please', 'send', 'u', 'direct message', 'ups', 'tracking', 'number', 'michael']",0.03333333333333333,Neutral
"@user hi, i'm sorry to hear this. please dm us your tracking number, phone number, email address, and the complete delivery address, so we can look into this matter. thank you. -henry http","['hi', 'm', 'sorry', 'hear', 'please', 'direct message', 'u', 'tracking', 'number', 'phone', 'number', 'email', 'address', 'complete', 'delivery', 'address', 'look', 'matter', 'thank', 'henry']",-0.10000000000000002,Neutral
@user they're not selling in canada tho buddy. line ups to buy,"['are', 'selling', 'canada', 'tho', 'buddy', 'line', 'ups', 'buy']",0.0,Neutral
"@user @user @user @user @user @user 
ups good morning. i have a package sent from your nigeria ups to the usa.
i tracked the package and its showing that there's no delivery update and my package is been delayed in transit. this is more than 2 weeks now.","['ups', 'good', 'morning', 'package', 'sent', 'nigeria', 'ups', 'usa', 'tracked', 'package', 'showing', 'is', 'delivery', 'update', 'package', 'delayed', 'transit', 'a', 'week']",0.7,Postive
"@user trudeau has a memory problem .
he' forgot that he has been pm for8 years and he has caused the disaster of canada because of his incompetence, corruption, cover ups+++++++
he needs to retire","['trudeau', 'memory', 'problem', 'forgot', 'pm', 'for', 'year', 'caused', 'disaster', 'canada', 'incompetence', 'corruption', 'cover', 'ups+++++++', 'need', 'retire']",0.0,Neutral
"@user canada wants nothing but an independent investigation and public inquiry with people agreeable to all parties and no liberal oversight. enough is enough, let our laws take care of this, no more cover ups.","['canada', 'want', 'nothing', 'independent', 'investigation', 'public', 'inquiry', 'people', 'agreeable', 'party', 'liberal', 'oversight', 'enough', 'enough', 'let', 'law', 'take', 'care', 'cover', 'ups']",0.0,Neutral
@user that's a lot of email addresses people need to remember. i like how the text messages are limited to that one number. http,"['is', 'lot', 'email', 'address', 'people', 'need', 'remember', 'like', 'text', 'message', 'limited', 'one', 'number']",-0.07142857142857142,Neutral
double ups remain king. onto canada http,"['double', 'ups', 'remain', 'king', 'onto', 'canada']",0.0,Neutral
"@user same, shot a pretty decent round imo, but had a couple of big blow ups, one on a par 3 and another of course, on a par 5.  pushed me up to 93.","['shot', 'pretty', 'decent', 'round', 'in my opinion', 'couple', 'big', 'blow', 'ups', 'one', 'par', 'a', 'another', 'course', 'par', 'gt', 'pushed', 'gt']",0.054166666666666655,Neutral
"today’s ✔️ #mongshipping ems, ups , qxpress qdelivery, k packet proof 

📦📦📦
🇸🇬🇨🇦🇧🇷

shipping to

brazil
canada
singapore

-
korean warehouse service ✨
free storage for 1 month📦 http","['today', 'a', 'gt', 'mongshipping', 'em', 'ups', 'express', 'delivery', 'k', 'packet', 'proof', '📦📦📦', '🇸🇬🇨🇦🇧🇷', 'shipping', 'brazil', 'canada', 'singapore', 'korean', 'warehouse', 'service', 'a', 'free', 'storage', 'a', 'month']",0.4,Postive
"@user @user trudeau is losing his memory.
he has been pm for 8 years.
he is to blame for all of canada's serious problems over 8 years of blunders, cover ups, trillions of pricing in debt, incompetence , corruption +++++","['trudeau', 'losing', 'memory', 'pm', 'a', 'year', 'blame', 'canada', 'is', 'serious', 'problem', 'a', 'year', 'blunder', 'cover', 'ups', 'trillion', 'pricing', 'debt', 'incompetence', 'corruption', '+++++']",-0.3333333333333333,Negative
@user rcmp is a disgrace.  their screw ups are legendary across canada.,"['ramp', 'disgrace', 'screw', 'ups', 'legendary', 'across', 'canada']",1.0,Postive
"ffs , poilievre is a wannabe fascist. no person of conscience would vote for him. gold grief 🇨🇦canada wake up &amp; learn from usa fvck ups.","['ff', 'poilievre', 'wannabe', 'fascist', 'person', 'conscience', 'would', 'vote', 'gold', 'grief', 'canada', 'wake', 'amp', 'learn', 'usa', 'fuck', 'ups']",-0.6000000000000001,Negative
"@user well between 2021-2022 canada trade daily  indian scam calls for daily chinese scam calls, instead of the cra threatening me its now ups!","['well', '2021-2022', 'canada', 'trade', 'daily', 'indian', 'scam', 'call', 'daily', 'chinese', 'scam', 'call', 'instead', 'cra', 'threatening', 'ups']",0.0,Neutral
"boston market chef's, make canada ups. http","['boston', 'market', 'chef', 'is', 'make', 'canada', 'ups']",0.0,Neutral
go to canada ups store nextdoor chin cha chin cha chin cha chin cha. http,"['go', 'canada', 'ups', 'store', 'nextdoor', 'chin', 'cha', 'chin', 'cha', 'chin', 'cha', 'chin', 'cha']",0.0,Neutral
"send to canada, ups store nextdoor chin cha chin cha. go now. http","['send', 'canada', 'ups', 'store', 'nextdoor', 'chin', 'cha', 'chin', 'cha', 'go']",0.0,Neutral
"@user who can help me track a package with express saturday service in canada ?? i’m waiting and waiting but cutting time past already! i must have this package today , seems no one can contact the driver although it showing out for delivery","['help', 'track', 'package', 'express', 'saturday', 'service', 'canada', 'a', 'waiting', 'waiting', 'cutting', 'time', 'past', 'already', 'must', 'package', 'today', 'seems', 'one', 'contact', 'driver', 'although', 'showing', 'delivery']",-0.425,Negative
@user you are the worst! been trying to retrieve a package with tracking # 1z860y540400398204 for almost 2 weeks now. your people have been giving me the run around,"['worst', 'trying', 'retrieve', 'package', 'tracking', '1z860y540400398204', 'almost', 'a', 'week', 'people', 'giving', 'run', 'around']",-1.0,Negative
"@user @user clearly you are not aware of the number of fuck ups @user did to canada 🇨🇦.
the teriff war with 🇺🇸 alone took half a year.
all hand were needed just for that. no pm can revers fipa so we are stuck with that for 25 years to go. need i go further?","['clearly', 'aware', 'number', 'fuck', 'ups', 'canada', 'gt', 'tariff', 'war', 'gt', 'alone', 'took', 'half', 'year', 'hand', 'needed', 'pm', 'revert', 'fifa', 'stuck', 'gt', 'year', 'go', 'need', 'go']",-0.10555555555555556,Neutral
"@user @user it's his opinion. i don't agree. that's what grown ups do. the other ""women can be men"" is a gender ideology that is a men's movement made up by 2 pedos, kinsey &amp; money. we are at the point, that women have to defend our very existence bc men said so.","['is', 'opinion', 'not', 'agree', 'is', 'grown', 'ups', 'gt', 'woman', 'men', 'gt', 'gender', 'ideology', 'men', 'is', 'movement', 'made', 'a', 'pesos', 'disney', 'amp', 'money', 'point', 'woman', 'defend', 'existence', 'bc', 'men', 'said']",0.0,Neutral
one of the line ups of the year @user . 2 shows 730 and 930 get tickets asap!! headliner @user is one of the best in canada. come get some laughs in ya. @user @user @user @user @user. for tix email rustynailcomedy@user.com http,"['one', 'line', 'ups', 'year', 'a', 'show', '730', '930', 'get', 'ticket', 'asap', 'headliner', 'one', 'best', 'canada', 'come', 'get', 'laugh', 'ya', 'six', 'email', 'rustynailcomedy', 'user.com']",0.65,Postive
"just to follow up on this ridiculous month-long @user travesty, the package has now reached the international carrier in canada. many times.

i love @user but this merch delivery process has been abysmal. i could apparently walk the the journey in only 26 days 🙄 http","['follow', 'ridiculous', 'month-long', 'travesty', 'package', 'reached', 'international', 'carrier', 'canada', 'many', 'time', 'love', 'march', 'delivery', 'process', 'absmag', 'could', 'apparently', 'walk', 'journey', 'gt', 'day', 'a']",0.14333333333333337,Neutral
big ups to the boards of canada fan who tracked down this moment http,"['big', 'ups', 'board', 'canada', 'fan', 'tracked', 'moment']",0.0,Neutral
@user @user you are joking right?  open your eyes and look around. tent cities..food bank line ups..crack heads everywhere,"['joking', 'right', 'open', 'eye', 'look', 'around', 'tent', 'city', 'gt', 'food', 'bank', 'line', 'ups', 'gt', 'crack', 'head', 'everywhere']",0.14285714285714285,Neutral
"@user furthermore, this delivery person displayed completely inappropriate behavior. they were very aggressive, showing a lack of respect and demanding payment for customs fees for the package, even though i had already made the payment online following the usual procedure.","['furthermore', 'delivery', 'person', 'displayed', 'completely', 'inappropriate', 'behavior', 'aggressive', 'showing', 'lack', 'respect', 'demanding', 'payment', 'custom', 'fee', 'package', 'even', 'though', 'already', 'made', 'payment', 'online', 'following', 'usual', 'procedure']",-0.049999999999999996,Neutral
@user worst experience ever with ups and ups customer service.,"['worst', 'experience', 'ever', 'ups', 'ups', 'customer', 'service']",-1.0,Negative
"@user pound of pasta. 
can lesieur baby peas, canada fancy grade. 
can mild puritan chili. 
garlic mince. 

under pricing10 at dollarama, feeds six grown ups. more servings if some faces to feed are smaller.","['pound', 'pasta', 'lesser', 'baby', 'pea', 'canada', 'fancy', 'grade', 'mild', 'purity', 'chili', 'garlic', 'since', 'pricing', 'dollarama', 'feed', 'six', 'grown', 'ups', 'serving', 'face', 'feed', 'smaller']",0.1111111111111111,Neutral
"@user getting there at summer season, i would definitely go to some festivals. way cheaper than canada, great line ups and atmosphere.","['getting', 'summer', 'season', 'would', 'definitely', 'go', 'festival', 'way', 'cheaper', 'canada', 'great', 'line', 'ups', 'atmosphere']",0.4,Postive
"nah, guys.  #jamiefoxx isn't fighting for his life because of a covid vaccine.  some moron bought a death note notebook and wrote his name in it for a joke and this happened.  big ups to him for kicking deaths ass like this #getwellsoonfoxx","['nah', 'guy', 'jamiefoxx', 'not', 'fighting', 'life', 'covid', 'vaccine', 'moon', 'bought', 'death', 'note', 'notebook', 'wrote', 'name', 'joke', 'happened', 'big', 'ups', 'kicking', 'death', 'as', 'like', 'getwellsoonfoxx']",0.0,Neutral
this week we worked with an awesome group of staff from @user to plant 350 new trees and shrubs at andrew mccandless park in #brampton. thanks so much for your help and sponsorship of our program this year! we look forward to planting with you again this fall! 1/2 http,"['week', 'worked', 'awesome', 'group', 'staff', 'plant', '350', 'new', 'tree', 'shrub', 'andrew', 'mccandless', 'park', 'hampton', 'thanks', 'much', 'help', 'sponsorship', 'program', 'year', 'look', 'forward', 'planting', 'fall', '1/2']",0.38409090909090904,Postive
