content,tokenized_content,sentiment,sentiment_type
"full delivery and postal services will resume once conditions improve and it’s safe to do so. the safety of our employees is our number one priority.

we thank those affected for their patience in this difficult time.

(2/2)","['full', 'delivery', 'postal', 'service', 'resume', 'condition', 'improve', 'a', 'safe', 'safety', 'employee', 'number', 'one', 'priority', 'thank', 'affected', 'patience', 'difficult', 'time', '2/2']",0.11666666666666665,Neutral
"canada post service alerts for june 6: yellow mail delivery service alert issued for parts of ontario

a yellow service alert means we are going to do our best to deliver, but there may be delays in the following regions due to poor air quality from wildfires
·ottawa, ont.

(1/2)","['canada', 'post', 'service', 'alert', 'june', 'a', 'yellow', 'mail', 'delivery', 'service', 'alert', 'issued', 'part', 'ontario', 'yellow', 'service', 'alert', 'mean', 'going', 'best', 'deliver', 'may', 'delay', 'following', 'region', 'due', 'poor', 'air', 'quality', 'wildfire', 'ottawa', 'ont', '1/2']",0.02321428571428571,Neutral
"full delivery and postal services will resume once conditions improve and it’s safe to do so. the safety of our employees is our number one priority.

we thank those affected for their patience in this difficult time.

(3/3)","['full', 'delivery', 'postal', 'service', 'resume', 'condition', 'improve', 'a', 'safe', 'safety', 'employee', 'number', 'one', 'priority', 'thank', 'affected', 'patience', 'difficult', 'time', '3/3']",0.11666666666666665,Neutral
"a yellow service alert means we are going to do our best to deliver, but there may be delays in the following regions due to poor air quality from wildfires:
· outaouais, que.

(2/3)","['yellow', 'service', 'alert', 'mean', 'going', 'best', 'deliver', 'may', 'delay', 'following', 'region', 'due', 'poor', 'air', 'quality', 'wildfire', 'a', 'outaouais', 'que', '2/3']",0.02708333333333333,Neutral
"canada post service alerts for june 6: yellow mail delivery service alert issued for parts of quebec

(1/3)","['canada', 'post', 'service', 'alert', 'june', 'a', 'yellow', 'mail', 'delivery', 'service', 'alert', 'issued', 'part', 'quebec', '1/3']",0.0,Neutral
"canada post issue a postal stamp for iran’s “woman, life, freedom” revolution - sign the petition! http via @user","['canada', 'post', 'issue', 'postal', 'stamp', 'iran', 'a', 'a', 'woman', 'life', 'freedom', 'a', 'revolution', 'sign', 'petition', 'via']",0.0,Neutral
"‘people waiting’ by the late john hooper was originally commissioned by canada post in 1975. the public art pieces are now located inside the uptown saint john pedway, following repairs and restoration.  http","['a', 'people', 'waiting', 'a', 'late', 'john', 'hopper', 'originally', 'commissioned', 'canada', 'post', '1975.', 'public', 'art', 'piece', 'located', 'inside', 'uptown', 'saint', 'john', 'speedway', 'following', 'repair', 'restoration']",0.018750000000000003,Neutral
"canada post lost my robotic vacuum return.
amazon pre-paid for the return.
leads one to the age-old question:
""does amazon insure their returns?""
@user","['canada', 'post', 'lost', 'robotic', 'vacuum', 'return', 'amazon', 'prepaid', 'return', 'lead', 'one', 'age-old', 'question', 'gt', 'amazon', 'insure', 'return', 'gt']",-0.05416666666666667,Neutral
"we thank those affected for their patience in this difficult time.

(5/5)","['thank', 'affected', 'patience', 'difficult', 'time', '5/5']",-0.5,Negative
"effective on june 6, eligible residents can receive free mail forwarding service for up to 12 months. impacted residents have until july 5 to register for the free service.

more information can be found on our closures and interruptions webpage: http

(4/5)","['effective', 'june', 'a', 'eligible', 'resident', 'receive', 'free', 'mail', 'forwarding', 'service', 'gt', 'month', 'impacted', 'resident', 'july', 'a', 'register', 'free', 'service', 'information', 'found', 'closure', 'interruption', 'webpage', '4/5']",0.4666666666666666,Postive
"a yellow service alert means we are going to do our best to deliver, but there may be delays in the following regions due to weather conditions from wildfires:
· barrington, n.s.
· barrington passage, n.s.
· shelburne, n.s.
· tantallon, n.s.

(3/5)","['yellow', 'service', 'alert', 'mean', 'going', 'best', 'deliver', 'may', 'delay', 'following', 'region', 'due', 'weather', 'condition', 'wildfire', 'a', 'burlington', 'ns', 'a', 'burlington', 'passage', 'ns', 'a', 'shelburne', 'ns', 'a', 'tantallon', 'ns', '3/5']",0.1125,Neutral
"today, there are no deliveries in the following regions as weather conditions from wildfires have made it unsafe
·port clyde, n.s.
·clyde river, n.s

delivery will resume once conditions improve and it’s safe to do so. the safety of our employees is our number one priority
(2/5)","['today', 'delivery', 'following', 'region', 'weather', 'condition', 'wildfire', 'made', 'unsafe', 'sport', 'clade', 'ns', 'clade', 'river', 'ns', 'delivery', 'resume', 'condition', 'improve', 'a', 'safe', 'safety', 'employee', 'number', 'one', 'priority', '2/5']",0.25,Neutral
"canada post service alerts for june 6: red and yellow delivery service alerts issued for parts of nova scotia

(1/5)","['canada', 'post', 'service', 'alert', 'june', 'a', 'red', 'yellow', 'delivery', 'service', 'alert', 'issued', 'part', 'nova', 'scotia', '1/5']",0.0,Neutral
@user sender to confirm the details with them! 2/2,"['sender', 'confirm', 'detail', '2/2']",0.0,Neutral
"@user hi, our apologies, items are typically returned to sender due to incorrect/incomplete address. the reason for the return will be listed on the item itself. we're not allowed to interfere with the return, if the item is being return to sender, we ask that you contact the 1/2","['hi', 'apology', 'item', 'typically', 'returned', 'sender', 'due', 'incorrect/incomplete', 'address', 'reason', 'return', 'listed', 'item', 'are', 'allowed', 'interfere', 'return', 'item', 'return', 'sender', 'ask', 'contact', '1/2']",-0.14583333333333331,Neutral
i have a feeling that someone in the canada post plant in montreal keeps stealing my visa gift cards from rbc,"['feeling', 'someone', 'canada', 'post', 'plant', 'montreal', 'keep', 'stealing', 'visa', 'gift', 'card', 'rbc']",0.0,Neutral
"@user @user on a similar theme, why does canada send mail by canada post and while in the uk the royal mail handles post?","['similar', 'theme', 'canada', 'send', 'mail', 'canada', 'post', 'uk', 'royal', 'mail', 'handle', 'post']",0.0,Neutral
@user @user @user @user hi jonathan. thx for the question. city staff are working closely with @user on the street sign design and setting a date for it to be in effect (including some admin matters like coordinating with canada post and notifying local residents of their address change).,"['hi', 'jonathan', 'thx', 'question', 'city', 'staff', 'working', 'closely', 'street', 'sign', 'design', 'setting', 'date', 'effect', 'including', 'admin', 'matter', 'like', 'coordinating', 'canada', 'post', 'notifying', 'local', 'resident', 'address', 'change']",0.0,Neutral
canada post has alerted me to a delivery arriving today but i don't actually know what it is hahaha but it looks like i'll have to sign for import fees so i'm guessing it's my playdate? i never got an email confirming that though,"['canada', 'post', 'alerted', 'delivery', 'arriving', 'today', 'not', 'actually', 'know', 'haha', 'look', 'like', 'all', 'sign', 'import', 'fee', 'm', 'guessing', 'is', 'playdate', 'never', 'got', 'email', 'confirming', 'though']",0.1,Neutral
"@user hi there, please note that post office hours on our website may differ from the actual business hours at each location. we appreciate your understanding and thank you for your patience.","['hi', 'please', 'note', 'post', 'office', 'hour', 'website', 'may', 'differ', 'actual', 'business', 'hour', 'location', 'appreciate', 'understanding', 'thank', 'patience']",0.0,Neutral
"@user @user we’ve been trying to get our rates down for years now, pricing16 is pretty good for canada post, especially with the fuel surcharge they place on everything.","['a', 'trying', 'get', 'rate', 'year', 'pricing', 'pretty', 'good', 'canada', 'post', 'especially', 'fuel', 'surcharge', 'place', 'everything']",0.31666666666666665,Postive
"@user hi, can you send us your tracking number in a dm so that we may assist you.","['hi', 'send', 'u', 'tracking', 'number', 'direct message', 'may', 'assist']",0.1,Neutral
! @user requires mail-in ballots be received 11 days before election day. add mailing time via canada post; voters need to submit their ballots two weeks before or well before leading-candidate preferences are known. nice way for the bureaucrats to rig the election,"['requires', 'mailing', 'ballot', 'received', 'gt', 'day', 'election', 'day', 'add', 'mailing', 'time', 'via', 'canada', 'post', 'voter', 'need', 'submit', 'ballot', 'two', 'week', 'well', 'leading-candidate', 'preference', 'known', 'nice', 'way', 'bureaucrat', 'rig', 'election']",0.6,Postive
canada post and i officially have beef,"['canada', 'post', 'officially', 'beef']",0.0,Neutral
"@user @user @user @user @user no i mean you said you're not in canada so im asking how you're planning to ship within canada? 

chit chats is usually about pricing1 less than canada post. it's the only option i'm aware of that has a discount on tracked shipping within canada vs canada post.","['mean', 'said', 'are', 'canada', 'im', 'asking', 'are', 'planning', 'ship', 'within', 'canada', 'chit', 'chat', 'usually', 'pricing', 'le', 'canada', 'post', 'is', 'option', 'm', 'aware', 'discount', 'tracked', 'shipping', 'within', 'canada', 'v', 'canada', 'post']",-0.10416666666666667,Neutral
me and canada post have the most beef 🤚🏼,"['canada', 'post', 'beef', 'gt']",0.0,Neutral
@user sure hope so ;3; it might take a little longer depends i can never predict how fast canada post is tbh 😭,"['sure', 'hope', 'a', 'might', 'take', 'little', 'longer', 'depends', 'never', 'predict', 'fast', 'canada', 'post', 'to be honest', 'a']",0.27812499999999996,Neutral
"‘people waiting’ by the late john hooper was originally commissioned by canada post in 1975. the public art pieces are now located inside the uptown saint john pedway, following repairs and restoration.  http","['a', 'people', 'waiting', 'a', 'late', 'john', 'hopper', 'originally', 'commissioned', 'canada', 'post', '1975.', 'public', 'art', 'piece', 'located', 'inside', 'uptown', 'saint', 'john', 'speedway', 'following', 'repair', 'restoration']",0.018750000000000003,Neutral
"@user i was at canadapost location 3938 cottrelle blvd, brampton l6p1t8 today at 8.30pm. the working hours are until 9pm, still the associate lady refused to take my urgent mail. she was rude and refused to take any mail from many customers like me. please take action.","['canadapost', 'location', '3938', 'cottrelle', 'old', 'hampton', 'l6p1t8', 'today', '8.30pm', 'working', 'hour', 'pm', 'still', 'associate', 'lady', 'refused', 'take', 'urgent', 'mail', 'rude', 'refused', 'take', 'mail', 'many', 'customer', 'like', 'please', 'take', 'action']",0.1,Neutral
"‘people waiting’ by the late john hooper was originally commissioned by canada post in 1975. the public art pieces are now located inside the uptown saint john pedway, following repairs and restoration.

http","['a', 'people', 'waiting', 'a', 'late', 'john', 'hopper', 'originally', 'commissioned', 'canada', 'post', '1975.', 'public', 'art', 'piece', 'located', 'inside', 'uptown', 'saint', 'john', 'speedway', 'following', 'repair', 'restoration']",0.018750000000000003,Neutral
"i love how canada post's tracking info goes from ""lol we don't have the package yet"" to ""we're outside your house"" with no in between.","['love', 'canada', 'post', 'is', 'tracking', 'info', 'go', 'gt', 'laugh out loud', 'not', 'package', 'yet', 'gt', 'gt', 'are', 'outside', 'house', 'gt']",0.225,Neutral
"where there is a canada post office, there is bitcoin http","['canada', 'post', 'office', 'bitcoin']",0.0,Neutral
i guess he is the governments mascot too @user he’s all over the canada post campus http,"['guess', 'government', 'mascot', 'a', 'canada', 'post', 'campus']",0.0,Neutral
"@user i just received a ""torn"" package from this number, in a canada post bag who said they were sorry about my damaged ?order?. i never ordered anything. long bag with corner ripped, contents (whatever they were) missing.","['received', 'gt', 'torn', 'gt', 'package', 'number', 'canada', 'post', 'bag', 'said', 'sorry', 'damaged', 'order', 'never', 'ordered', 'anything', 'long', 'bag', 'corner', 'ripped', 'content', 'whatever', 'missing']",-0.25,Neutral
@user illegal in canada; widely available on the interweb for some time now. delivery by canada post.,"['illegal', 'canada', 'widely', 'available', 'internet', 'time', 'delivery', 'canada', 'post']",-0.04999999999999999,Neutral
"@user 1. sell the cbc
2. sell canada post
3. privatize corrections canada
4. end ei
5. open the constitution and kill universal single payer health care. 

i could go on.","['gt', 'sell', 'cbc', 'gt', 'sell', 'canada', 'post', 'gt', 'privatized', 'correction', 'canada', 'gt', 'end', 'ei', 'gt', 'open', 'constitution', 'kill', 'universal', 'single', 'payer', 'health', 'care', 'could', 'go']",-0.023809523809523808,Neutral
"finally canada post released my sheeit😭🙏😂
newest member on the shelf added🫡
my @user robo from @user 
proper quality, proper packaging, needa get them a better setup but it’ll do for now😉
lfg😤 http","['finally', 'canada', 'post', 'released', 'sheeit😭🙏😂', 'newest', 'member', 'shelf', 'added', 'robot', 'proper', 'quality', 'proper', 'packaging', 'need', 'get', 'better', 'setup', 'a', 'now', 'logo']",0.125,Neutral
@user @user @user canada post has been adding a fuel surtax from 1990 so not cuz of carbon tax.,"['canada', 'post', 'adding', 'fuel', 'syntax', '1990', 'cup', 'carbon', 'tax']",0.0,Neutral
"when more information is available, it will be posted on our closures and interruptions webpage: http

we thank those affected for their patience in this difficult time.","['information', 'available', 'posted', 'closure', 'interruption', 'webpage', 'thank', 'affected', 'patience', 'difficult', 'time']",-0.04999999999999999,Neutral
"• barrington passage, n.s.
• clarks harbour, n.s.
• hammonds plains, n.s.
• head of st. margarets bay, n.s.
• lewis lake, n.s.
• lockeport, n.s.
• lucasville, n.s.
• mcgray, n.s.
• middle sackville, n.s.
• tantallon, n.s.
• upper sackville, n.s.","['a', 'burlington', 'passage', 'ns', 'a', 'clark', 'harbour', 'ns', 'a', 'hammond', 'plain', 'ns', 'a', 'head', 'st', 'margaret', 'bay', 'ns', 'a', 'lewis', 'lake', 'ns', 'a', 'lockeport', 'ns', 'a', 'lucasville', 'ns', 'a', 'gray', 'ns', 'a', 'middle', 'sackville', 'ns', 'a', 'tantallon', 'ns', 'a', 'upper', 'sackville', 'ns']",-0.07142857142857142,Neutral
"a yellow service alert means we are going to do our best to deliver, but there may be delays in the following regions due to weather conditions from wildfires:","['yellow', 'service', 'alert', 'mean', 'going', 'best', 'deliver', 'may', 'delay', 'following', 'region', 'due', 'weather', 'condition', 'wildfire']",0.1125,Neutral
delivery will resume once conditions improve and it’s safe to do so. the safety of our employees is our number one priority.,"['delivery', 'resume', 'condition', 'improve', 'a', 'safe', 'safety', 'employee', 'number', 'one', 'priority']",0.5,Postive
"today, there are no deliveries in the following regions as weather conditions from wildfires have made it unsafe:
• port clyde, n.s.
• clyde river, n.s
• barrington, n.s
• shelburne, n.s","['today', 'delivery', 'following', 'region', 'weather', 'condition', 'wildfire', 'made', 'unsafe', 'a', 'port', 'clade', 'ns', 'a', 'clade', 'river', 'ns', 'a', 'burlington', 'ns', 'a', 'shelburne', 'ns']",0.0,Neutral
canada post service alerts: red and yellow delivery service alerts issued for parts of nova scotia,"['canada', 'post', 'service', 'alert', 'red', 'yellow', 'delivery', 'service', 'alert', 'issued', 'part', 'nova', 'scotia']",0.0,Neutral
"@user @user @user every trucking company does 
hell canada post does 
we can’t sustain with the carbon tax and expect we will still live the life we did 10 years ago 
and i had my first mortgage at 18% back in the 80’s","['every', 'trucking', 'company', 'hell', 'canada', 'post', 'a', 'sustain', 'carbon', 'tax', 'expect', 'still', 'live', 'life', 'gt', 'year', 'ago', 'first', 'mortgage', 'gt', 'back', 'gt', 'a']",0.12878787878787878,Neutral
"@user i know, right? it's almost as if shipping across the border is a license for usps to extort the customer. (then again, from what i remember, canada post was/is no better.)","['know', 'right', 'is', 'almost', 'shipping', 'across', 'border', 'license', 'uses', 'export', 'customer', 'remember', 'canada', 'post', 'basis', 'better']",0.39285714285714285,Postive
@user @user issue means it's been printed. all canada passport has to do give it to canada post.,"['issue', 'mean', 'is', 'printed', 'canada', 'passport', 'give', 'canada', 'post']",-0.3125,Negative
"@user lettermail delivery and if you're no longer receiving your mail, please contact our customer service team at 1-866-607-6301 for assistance. http 2/2","['letterman', 'delivery', 'are', 'longer', 'receiving', 'mail', 'please', 'contact', 'customer', 'service', 'team', '1-866-607-6301', 'assistance', '2/2']",0.0,Neutral
"@user hi, our apologies, items are typically returned to sender due to incorrect/incomplete address. we're not allowed to interfere with the return, if the item is being return to sender, we ask that you contact the sender to confirm the details with them! any concerns with 1/2","['hi', 'apology', 'item', 'typically', 'returned', 'sender', 'due', 'incorrect/incomplete', 'address', 'are', 'allowed', 'interfere', 'return', 'item', 'return', 'sender', 'ask', 'contact', 'sender', 'confirm', 'detail', 'concern', '1/2']",-0.14583333333333331,Neutral
"@user hi there - we're disappointed to read this. if you would like to lodge a formal complaint regarding any of our delivery agents, please get in touch with our customer service team at 1-866-607-6301.","['hi', 'are', 'disappointed', 'read', 'would', 'like', 'lodge', 'formal', 'complaint', 'regarding', 'delivery', 'agent', 'please', 'get', 'touch', 'customer', 'service', 'team', '1-866-607-6301']",-0.525,Negative
@user hi there - you will need to follow this account in order to send a direct message.,"['hi', 'need', 'follow', 'account', 'order', 'send', 'direct', 'message']",0.1,Neutral
"creekside may or may not be the best location of all time if you're a paddler - everything within really close walking distance (canada post, ups, starbucks, mcd, and ofc the docks)","['creekside', 'may', 'may', 'best', 'location', 'time', 'are', 'paddle', 'everything', 'within', 'really', 'close', 'walking', 'distance', 'canada', 'post', 'ups', 'starbucks', 'mcd', 'ofc', 'dock']",0.6,Postive
"full delivery and postal services will resume once conditions improve and it’s safe to do so. more information can be found on our closures and interruptions webpage: http

we thank those affected for their patience in this difficult time.","['full', 'delivery', 'postal', 'service', 'resume', 'condition', 'improve', 'a', 'safe', 'information', 'found', 'closure', 'interruption', 'webpage', 'thank', 'affected', 'patience', 'difficult', 'time']",0.11666666666666665,Neutral
"today, there are no deliveries in the following regions as weather conditions from wildfires have made it unsafe:
• fox lake, alta.
• fort chipewyan, alta.","['today', 'delivery', 'following', 'region', 'weather', 'condition', 'wildfire', 'made', 'unsafe', 'a', 'fox', 'lake', 'alta', 'a', 'fort', 'chipewyan', 'alta']",0.0,Neutral
canada post service alerts: red delivery service alert issued for parts of alberta,"['canada', 'post', 'service', 'alert', 'red', 'delivery', 'service', 'alert', 'issued', 'part', 'alberta']",0.0,Neutral
"@user @user @user reading is a skill…then, on april 28 of this year rcmp responded to reports that the canada post office in cherry grove as well as the church of jesus christ of latter day saints were on fire.","['reading', 'skill…then', 'april', 'gt', 'year', 'ramp', 'responded', 'report', 'canada', 'post', 'office', 'cherry', 'grove', 'well', 'church', 'jesus', 'christ', 'latter', 'day', 'saint', 'fire']",0.0,Neutral
@user to ship the item. 3/3,"['ship', 'item', '3/3']",0.0,Neutral
"@user international parcels are sent directly to customs (cbsa) for review. once the item is in our facility tracking will update.  

if you have concerns, we suggest that you report this to the sender and have them initiate a trace with the originating postal service company used 2/3","['international', 'parcel', 'sent', 'directly', 'custom', 'cbs', 'review', 'item', 'facility', 'tracking', 'update', 'concern', 'suggest', 'report', 'sender', 'initiate', 'trace', 'originating', 'postal', 'service', 'company', 'used', '2/3']",0.05,Neutral
"@user hi, we have no control over customs reviews and we're unable to intervene as customs is performed independently of canada post. all international mail coming into canada is subject to review by the canada border services agency (cbsa) before releasing to any shipper. all 1/3","['hi', 'control', 'custom', 'review', 'are', 'unable', 'intervene', 'custom', 'performed', 'independently', 'canada', 'post', 'international', 'mail', 'coming', 'canada', 'subject', 'review', 'canada', 'border', 'service', 'agency', 'cbs', 'releasing', 'shipped', '1/3']",-0.16666666666666666,Neutral
"in her career, she has won an oscar, golden globe, bafta, five junos and a gemini. 
she has received 13 honorary degrees, is a member of the canadian music hall of fame and has a star on canada's walk of fame.
canada post has also released a stamp to honour her, in 2021.

🧵8/8 http","['career', 'oscar', 'golden', 'globe', 'bafta', 'five', 'juno', 'gemini', 'received', 'gt', 'honorary', 'degree', 'member', 'canadian', 'music', 'hall', 'fame', 'star', 'canada', 'is', 'walk', 'fame', 'canada', 'post', 'also', 'released', 'stamp', 'honour', '2021', '🧵8/8']",0.3,Postive
"@user most certainly does not care. wow.

they are vulnerable babies.

shame on you canada post.","['certainly', 'care', 'wow', 'vulnerable', 'baby', 'shame', 'canada', 'post']",-0.06190476190476191,Neutral
"ship from #abbeville to #plymouth with up to 82% #savings, only on http discounted and pre-negotiated real-time rates from ups, usps business, canada post, canpar express, etc.
visit http now
with 💘@user made in ontario http","['ship', 'abbeville', 'plymouth', 'gt', 'saving', 'discounted', 'pre-negotiated', 'realtime', 'rate', 'ups', 'uses', 'business', 'canada', 'post', 'cancer', 'express', 'etc', 'visit', 'a', 'made', 'ontario']",0.0,Neutral
@user if they wish to initiate a claim. 2/2,"['wish', 'initiate', 'claim', '2/2']",0.0,Neutral
"@user hi kevin, any further action must be initiated by the sender of the item. the sender has the contract to ship the item, and only they can initiate an inquiry on their item. 

if you haven't received the item, please notify the sender and instruct them to contact canada post 1/2","['hi', 'kevin', 'action', 'must', 'initiated', 'sender', 'item', 'sender', 'contract', 'ship', 'item', 'initiate', 'inquiry', 'item', 'not', 'received', 'item', 'please', 'notify', 'sender', 'instruct', 'contact', 'canada', 'post', '1/2']",0.1,Neutral
"@user why do you use canada post 4 deliveries? i just ordered some large bulky items. i'm a senior who doesn't drive. if i were able to pick up from store, i would have done so &amp; paid pricing10 for cab home. i paid pricing40 for delivery.canada post says they only attempt delivery 1x","['use', 'canada', 'post', 'a', 'delivery', 'ordered', 'large', 'bulky', 'item', 'm', 'senior', 'not', 'drive', 'able', 'pick', 'store', 'would', 'done', 'amp', 'paid', 'pricing', 'cab', 'home', 'paid', 'pricing', 'delivery.canada', 'post', 'say', 'attempt', 'delivery', 'x']",0.35714285714285715,Postive
@user yep i looked at all of these. and wasn't super happy with any of them. i would rather stick with canada post which i know will get the books to their destination safely. but thank you for looking into it &lt;3,"['yep', 'looked', 'not', 'super', 'happy', 'would', 'rather', 'stick', 'canada', 'post', 'know', 'get', 'book', 'destination', 'safely', 'thank', 'looking', 'lt', 'a']",0.37777777777777777,Postive
"@user hi there, we take these issues very seriously and urge you to formally report this to our support team at 1-866-607-6301.","['hi', 'take', 'issue', 'seriously', 'urge', 'formally', 'report', 'support', 'team', '1-866-607-6301']",-0.3333333333333333,Negative
"@user @user hi there, please use our find a postal code tool to verify your address. click here: http

if your address comes up incorrectly or not at all, please contact our customer support team at 1-866-607-6301.","['hi', 'please', 'use', 'find', 'postal', 'code', 'tool', 'verify', 'address', 'click', 'address', 'come', 'incorrectly', 'please', 'contact', 'customer', 'support', 'team', '1-866-607-6301']",0.0,Neutral
@user @user canada post system is impossible these days. they make mistakes and there is no customer service. a neighbour brought me my mail other day because it was in her slot. can't rely on mail service anymore. nearest mailbox is too far. @user,"['canada', 'post', 'system', 'impossible', 'day', 'make', 'mistake', 'customer', 'service', 'neighbour', 'brought', 'mail', 'day', 'slot', 'ca', 'not', 'rely', 'mail', 'service', 'anymore', 'nearest', 'parlbox', 'far']",-0.2833333333333333,Neutral
"i have three amazon returns to drop off- one goes to purolator with no box- one goes to ups fully boxed and ready and the third goes to canada post....

this is not a joke or a math question.","['three', 'amazon', 'return', 'drop', 'off', 'one', 'go', 'purolator', 'box', 'one', 'go', 'ups', 'fully', 'boxed', 'ready', 'third', 'go', 'canada', 'post', '....', 'joke', 'math', 'question']",0.1,Neutral
@user canada post recently listed most of the over 200 units in my building in their automated address system. they left out my unit. @user,"['canada', 'post', 'recently', 'listed', '200', 'unit', 'building', 'automated', 'address', 'system', 'left', 'unit']",0.0,Neutral
